Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0039,0.0359,0.1345
5.0,0.0039,0.1129,0.1182
10.0,0.0039,0.1784,0.1505
15.0,0.0039,0.2212,0.1826
20.0,0.0039,0.2594,0.234
25.0,0.0039,0.2718,0.2475
30.0,0.0039,0.2715,0.2934
35.0,0.0039,0.2756,0.3547
40.0,0.0039,0.2968,0.3967
45.0,0.0039,0.3276,0.4621
50.0,0.0039,0.3491,0.5089
55.00000000000001,0.0039,0.3004,0.6465
60.0,0.0039,0.3008,0.7831
65.0,0.0039,0.3073,0.8724
70.0,0.0039,0.3162,0.9384
