Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0,0.1087,0.3048
5.0,0.036,0.1426,0.2332
10.0,0.092,0.2472,0.141
15.0,0.1167,0.2929,0.1038
20.0,0.1213,0.2643,0.0709
25.0,0.1933,0.4106,0.0187
30.0,0.2458,0.5122,0.0423
35.0,0.32,0.5997,0.1259
40.0,0.3449,0.6744,0.0935
45.0,0.4657,0.8614,0.167
50.0,0.5113,0.9272,0.168
55.00000000000001,0.5761,1.0231,0.2057
60.0,0.6726,1.2361,0.2475
65.0,0.7381,1.3265,0.1998
70.0,0.7471,1.3106,0.2143
