Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0048,0.0203,0.1213
5.0,0.0191,0.0639,0.1571
10.0,0.0145,0.0566,0.1802
15.0,0.0136,0.0696,0.1483
20.0,0.041,0.1245,0.2221
25.0,0.0822,0.1939,0.4189
30.0,0.0884,0.2547,0.3518
35.0,0.0912,0.215,0.3061
40.0,0.1661,0.4393,0.3364
45.0,0.2339,0.5342,0.4339
50.0,0.2507,0.5338,0.3629
55.00000000000001,0.3318,0.6523,0.3678
60.0,0.3707,0.6832,0.2963
65.0,0.4053,0.6561,0.3058
70.0,0.4793,0.8657,0.3652
