Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0048,0.0203,0.1213
5.0,0.0191,0.0783,0.1269
10.0,0.0145,0.1291,0.2244
15.0,0.0136,0.1325,0.2186
20.0,0.041,0.1754,0.3297
25.0,0.0822,0.1401,0.4441
30.0,0.0884,0.164,0.443
35.0,0.0912,0.1751,0.3267
40.0,0.1661,0.1779,0.3633
45.0,0.2339,0.2981,0.4325
50.0,0.2507,0.31,0.42
55.00000000000001,0.3318,0.4794,0.5386
60.0,0.3707,0.5803,0.7321
65.0,0.4053,0.578,0.8258
70.0,0.4793,0.6964,0.9311
