Flip Percentage,Group,Metric,Before Mean,Before SE,After Mean,After SE
0.0,Male,Accuracy,0.83596,0.0032782515665112284,0.8347900000000001,0.005519972826020071
5.0,Male,Accuracy,0.83596,0.0028354972129142485,0.8404499999999999,0.003877262780192581
10.0,Male,Accuracy,0.8363400000000001,0.003115773490554863,0.8406500000000001,0.002809003381984435
15.0,Male,Accuracy,0.8360500000000002,0.0033142872536942266,0.8411200000000001,0.0037259689269295354
20.0,Male,Accuracy,0.83491,0.0030470185792381113,0.84006,0.003683422321700297
25.0,Male,Accuracy,0.8333200000000002,0.002449117754983981,0.84177,0.001953233785859298
30.0,Male,Accuracy,0.8345100000000001,0.002991263203991845,0.8410499999999999,0.0038562287276560827
35.0,Male,Accuracy,0.83453,0.00299677789930748,0.84066,0.002898551362318777
40.0,Male,Accuracy,0.8345199999999998,0.0037627058821485837,0.83898,0.0033972799577178135
45.0,Male,Accuracy,0.8370900000000001,0.0035034728801893456,0.8414900000000001,0.0031276704145773142
50.0,Male,Accuracy,0.8357199999999999,0.00372948611294729,0.83529,0.0038951665204740925
55.00000000000001,Male,Accuracy,0.8337899999999999,0.003913607315792196,0.82653,0.005815726762647787
60.0,Male,Accuracy,0.83675,0.003364826229622499,0.82271,0.006999134073424923
65.0,Male,Accuracy,0.83374,0.003934638201636556,0.8168199999999999,0.00513246312970466
70.0,Male,Accuracy,0.83484,0.0029808723555362145,0.80671,0.004295797688180592
0.0,Male,Selection rate,0.13958000000000004,0.00394500528094281,0.12041000000000002,0.011623036990773489
5.0,Male,Selection rate,0.14238,0.0031234169323568275,0.09967,0.006629698334011887
10.0,Male,Selection rate,0.13896,0.002952859254650951,0.09685000000000002,0.006203695135428025
15.0,Male,Selection rate,0.13873000000000002,0.002918677402142583,0.08798999999999998,0.0027433738352619745
20.0,Male,Selection rate,0.14573,0.0047525209684498556,0.10234999999999998,0.009971194623625708
25.0,Male,Selection rate,0.14134,0.0045519031428867445,0.08307,0.0038564822773553037
30.0,Male,Selection rate,0.13788,0.004185525322133677,0.09246000000000001,0.006602073748283777
35.0,Male,Selection rate,0.13944,0.0033962462939087445,0.09122999999999999,0.005651785361969947
40.0,Male,Selection rate,0.13870999999999997,0.0029201769352786367,0.09204999999999999,0.00740681743020877
45.0,Male,Selection rate,0.13622,0.003399274432385043,0.09911,0.00633628790731959
50.0,Male,Selection rate,0.13527999999999998,0.003673230488578443,0.11443999999999999,0.008203958394173715
55.00000000000001,Male,Selection rate,0.13716,0.003697512677463054,0.1412,0.010737193922684515
60.0,Male,Selection rate,0.13140000000000002,0.0037234392703520743,0.16165000000000002,0.015591965523592235
65.0,Male,Selection rate,0.13419,0.004587748176756582,0.19416,0.012341728674163381
70.0,Male,Selection rate,0.1332,0.003904498829697751,0.21088999999999997,0.0053643152198372705
0.0,Male,TPR,0.43499999999999994,0.013718778695237011,0.37922,0.02561734568607762
5.0,Male,TPR,0.44176000000000004,0.01252530948830319,0.33979,0.018055632854535392
10.0,Male,TPR,0.43318,0.011670464143869061,0.33254999999999996,0.01756724382353577
15.0,Male,TPR,0.43138000000000004,0.012760449312883414,0.31194,0.012599428558470419
20.0,Male,TPR,0.44761000000000006,0.014220286369987227,0.34567,0.024547935192643436
25.0,Male,TPR,0.4306000000000001,0.014307426199161208,0.30061,0.011610995267896336
30.0,Male,TPR,0.4243200000000001,0.013462629757963342,0.32382000000000005,0.018395541730418147
35.0,Male,TPR,0.4302200000000001,0.012517399445926817,0.31884,0.016244364492887305
40.0,Male,TPR,0.42858999999999997,0.012077264682957903,0.31713,0.019772472727956354
45.0,Male,TPR,0.42815000000000003,0.014362924880090102,0.34116,0.020626946776809537
50.0,Male,TPR,0.4226300000000001,0.014059026756263514,0.36657,0.022391437103400833
55.00000000000001,Male,TPR,0.42210000000000003,0.012119488438048862,0.41276999999999997,0.02050358803288396
60.0,Male,TPR,0.4142600000000001,0.013824030606962003,0.45821000000000006,0.03355000397416768
65.0,Male,TPR,0.41342,0.013571078725649553,0.5279499999999999,0.025857555311101368
70.0,Male,TPR,0.41474,0.013552361007916255,0.5468,0.014819896535851165
0.0,Male,TNR,0.9288199999999998,0.004242452121120516,0.9396700000000001,0.008934776624702673
5.0,Male,TNR,0.92707,0.0035938234050474234,0.9559799999999999,0.0044873600256721095
10.0,Male,TNR,0.9293899999999999,0.0034237227951132033,0.9578599999999999,0.0036108232363886864
15.0,Male,TNR,0.9293600000000002,0.003710950761672211,0.96369,0.0027831417099705453
20.0,Male,TNR,0.92437,0.004638343813618538,0.9540899999999999,0.006673254245285593
25.0,Male,TNR,0.9260399999999999,0.0037838898269138646,0.96717,0.003573795057234131
30.0,Male,TNR,0.9289399999999999,0.004474277098655778,0.96085,0.004847754348378455
35.0,Male,TNR,0.92798,0.003438694842846949,0.9613900000000001,0.004096650393241338
40.0,Male,TNR,0.9284500000000001,0.004114398835526008,0.9599,0.0057497439556519
45.0,Male,TNR,0.9315100000000001,0.003090143829806129,0.9570200000000002,0.003574906370180276
50.0,Male,TNR,0.9313100000000001,0.004354447279633909,0.9438000000000001,0.005900301310573516
55.00000000000001,Male,TNR,0.9289299999999999,0.0043393048598441035,0.9218499999999998,0.009339310586024125
60.0,Male,TNR,0.9342900000000001,0.0034782003648119214,0.90717,0.013264799282311064
65.0,Male,TNR,0.9307399999999999,0.005038213969255372,0.88332,0.009908512614021453
70.0,Male,TNR,0.93205,0.004025812547383033,0.8669999999999998,0.006082853862383272
0.0,Male,FPR,0.07118,0.00424245212112052,0.060329999999999995,0.008934776624702675
5.0,Male,FPR,0.07293,0.003593823405047425,0.044020000000000004,0.0044873600256721095
10.0,Male,FPR,0.07061,0.0034237227951132046,0.04214,0.0036108232363886834
15.0,Male,FPR,0.07064,0.0037109507616722094,0.036309999999999995,0.002783141709970546
20.0,Male,FPR,0.07563,0.004638343813618534,0.04591,0.006673254245285595
25.0,Male,FPR,0.07396,0.0037838898269138615,0.032830000000000005,0.003573795057234131
30.0,Male,FPR,0.07106,0.004474277098655777,0.03915,0.004847754348378455
35.0,Male,FPR,0.07202,0.0034386948428469515,0.038610000000000005,0.004096650393241342
