Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0075,0.0332,0.1388
5.0,0.0075,0.0711,0.1038
10.0,0.0075,0.1214,0.149
15.0,0.0075,0.1517,0.1842
20.0,0.0075,0.1566,0.1786
25.0,0.0075,0.1723,0.1932
30.0,0.0075,0.176,0.2552
35.0,0.0075,0.189,0.2804
40.0,0.0075,0.1974,0.3664
45.0,0.0075,0.1998,0.4423
50.0,0.0075,0.2112,0.5433
55.00000000000001,0.0075,0.2337,0.5986
60.0,0.0075,0.2199,0.7203
65.0,0.0075,0.2195,0.8012
70.0,0.0075,0.2547,0.8766
