Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0129,0.0628,0.1669
5.0,0.0178,0.1243,0.2083
10.0,0.0564,0.1362,0.26
15.0,0.0906,0.2709,0.3999
20.0,0.1442,0.1442,0.2613
25.0,0.1669,0.1925,0.296
30.0,0.2515,0.2974,0.3622
35.0,0.2821,0.3426,0.3666
40.0,0.3474,0.4672,0.4208
45.0,0.3702,0.502,0.3694
50.0,0.4584,0.654,0.4074
55.00000000000001,0.5273,0.7875,0.4478
60.0,0.5388,0.8016,0.5154
65.0,0.6078,0.942,0.5878
70.0,0.7269,1.2439,0.7055
