Flip Percentage,Group,Accuracy,Selection rate,TPR,TNR,FPR,FNR,PPV,NPV,ROC AUC,F1
0.0,Male,0.8211,0.1193,0.3455,0.9348,0.0652,0.6545,0.5588,0.8566,0.6401,0.427
0.0,Female,0.8326,0.1145,0.3333,0.9267,0.0733,0.6667,0.4615,0.8806,0.63,0.3871
5.0,Male,0.8281,0.1263,0.3818,0.9348,0.0652,0.6182,0.5833,0.8635,0.6583,0.4615
5.0,Female,0.7841,0.1454,0.3333,0.905,0.095,0.6667,0.4848,0.8351,0.6192,0.3951
10.0,Male,0.8421,0.0912,0.3273,0.9652,0.0348,0.6727,0.6923,0.8571,0.6462,0.4444
10.0,Female,0.7577,0.1057,0.2281,0.9353,0.0647,0.7719,0.5417,0.7833,0.5817,0.321
15.0,Male,0.8386,0.0877,0.3091,0.9652,0.0348,0.6909,0.68,0.8538,0.6372,0.425
15.0,Female,0.7313,0.1013,0.2031,0.9387,0.0613,0.7969,0.5652,0.75,0.5709,0.2989
20.0,Male,0.8351,0.0912,0.3091,0.9609,0.0391,0.6909,0.6538,0.8533,0.635,0.4198
20.0,Female,0.6784,0.1322,0.1972,0.8974,0.1026,0.8028,0.4667,0.7107,0.5473,0.2772
25.0,Male,0.8421,0.0632,0.2545,0.9826,0.0174,0.7455,0.7778,0.8464,0.6186,0.3836
25.0,Female,0.6432,0.1454,0.2073,0.8897,0.1103,0.7927,0.5152,0.6649,0.5485,0.2957
30.0,Male,0.8421,0.0702,0.2727,0.9783,0.0217,0.7273,0.75,0.8491,0.6255,0.4
30.0,Female,0.6123,0.1586,0.2111,0.8759,0.1241,0.7889,0.5278,0.6283,0.5435,0.3016
35.0,Male,0.8351,0.0982,0.3273,0.9565,0.0435,0.6727,0.6429,0.856,0.6419,0.4337
35.0,Female,0.6035,0.1894,0.2526,0.8561,0.1439,0.7474,0.5581,0.6141,0.5543,0.3478
40.0,Male,0.8351,0.0982,0.3273,0.9565,0.0435,0.6727,0.6429,0.856,0.6419,0.4337
40.0,Female,0.5683,0.2643,0.3208,0.7851,0.2149,0.6792,0.5667,0.5689,0.5529,0.4096
45.0,Male,0.8386,0.0877,0.3091,0.9652,0.0348,0.6909,0.68,0.8538,0.6372,0.425
45.0,Female,0.5419,0.3216,0.3652,0.7232,0.2768,0.6348,0.5753,0.526,0.5442,0.4468
50.0,Male,0.8281,0.1193,0.3636,0.9391,0.0609,0.6364,0.5882,0.8606,0.6514,0.4494
50.0,Female,0.5022,0.37,0.3876,0.6531,0.3469,0.6124,0.5952,0.4476,0.5203,0.4695
55.00000000000001,Male,0.8211,0.1263,0.3636,0.9304,0.0696,0.6364,0.5556,0.8594,0.647,0.4396
55.00000000000001,Female,0.4978,0.4581,0.4643,0.5517,0.4483,0.5357,0.625,0.3902,0.508,0.5328
60.0,Male,0.7965,0.1579,0.3818,0.8957,0.1043,0.6182,0.4667,0.8583,0.6387,0.42
60.0,Female,0.4978,0.5286,0.5197,0.4533,0.5467,0.4803,0.6583,0.3178,0.4865,0.5809
65.0,Male,0.8035,0.207,0.5273,0.8696,0.1304,0.4727,0.4915,0.885,0.6984,0.5088
65.0,Female,0.5374,0.6123,0.6049,0.3692,0.6308,0.3951,0.705,0.2727,0.4871,0.6512
70.0,Male,0.814,0.2035,0.5455,0.8783,0.1217,0.4545,0.5172,0.8899,0.7119,0.531
70.0,Female,0.6035,0.6828,0.6836,0.32,0.68,0.3164,0.7806,0.2222,0.5018,0.7289
