Flip Percentage,Group,Accuracy,Selection rate,TPR,TNR,FPR,FNR,PPV,NPV,ROC AUC,F1
0.0,Male,0.8327,0.1382,0.4259,0.9321,0.0679,0.5741,0.6053,0.8692,0.679,0.5
0.0,Female,0.8481,0.1139,0.3784,0.935,0.065,0.6216,0.5185,0.8905,0.6567,0.4375
5.0,Male,0.8327,0.1382,0.4259,0.9321,0.0679,0.5741,0.6053,0.8692,0.679,0.5
5.0,Female,0.8354,0.1139,0.3696,0.9476,0.0524,0.6304,0.6296,0.8619,0.6586,0.4658
10.0,Male,0.8327,0.1382,0.4259,0.9321,0.0679,0.5741,0.6053,0.8692,0.679,0.5
10.0,Female,0.7932,0.1139,0.3036,0.9448,0.0552,0.6964,0.6296,0.8143,0.6242,0.4096
15.0,Male,0.8327,0.1382,0.4259,0.9321,0.0679,0.5741,0.6053,0.8692,0.679,0.5
15.0,Female,0.7679,0.1139,0.2812,0.948,0.052,0.7188,0.6667,0.781,0.6146,0.3956
20.0,Male,0.8327,0.1382,0.4259,0.9321,0.0679,0.5741,0.6053,0.8692,0.679,0.5
20.0,Female,0.7257,0.1139,0.25,0.9503,0.0497,0.75,0.7037,0.7286,0.6002,0.3689
25.0,Male,0.8327,0.1382,0.4259,0.9321,0.0679,0.5741,0.6053,0.8692,0.679,0.5
25.0,Female,0.6962,0.1139,0.2289,0.9481,0.0519,0.7711,0.7037,0.6952,0.5885,0.3455
30.0,Male,0.8327,0.1382,0.4259,0.9321,0.0679,0.5741,0.6053,0.8692,0.679,0.5
30.0,Female,0.6793,0.1139,0.2247,0.9527,0.0473,0.7753,0.7407,0.6714,0.5887,0.3448
35.0,Male,0.8327,0.1382,0.4259,0.9321,0.0679,0.5741,0.6053,0.8692,0.679,0.5
35.0,Female,0.6371,0.1139,0.202,0.9493,0.0507,0.798,0.7407,0.6238,0.5756,0.3175
40.0,Male,0.8327,0.1382,0.4259,0.9321,0.0679,0.5741,0.6053,0.8692,0.679,0.5
40.0,Female,0.5992,0.1139,0.1852,0.9457,0.0543,0.8148,0.7407,0.581,0.5655,0.2963
45.0,Male,0.8327,0.1382,0.4259,0.9321,0.0679,0.5741,0.6053,0.8692,0.679,0.5
45.0,Female,0.5654,0.1139,0.178,0.9496,0.0504,0.822,0.7778,0.5381,0.5638,0.2897
50.0,Male,0.8327,0.1382,0.4259,0.9321,0.0679,0.5741,0.6053,0.8692,0.679,0.5
50.0,Female,0.5485,0.1139,0.1825,0.964,0.036,0.8175,0.8519,0.5095,0.5733,0.3007
55.00000000000001,Male,0.8327,0.1382,0.4259,0.9321,0.0679,0.5741,0.6053,0.8692,0.679,0.5
55.00000000000001,Female,0.5105,0.1139,0.1752,0.97,0.03,0.8248,0.8889,0.4619,0.5726,0.2927
60.0,Male,0.8327,0.1382,0.4259,0.9321,0.0679,0.5741,0.6053,0.8692,0.679,0.5
60.0,Female,0.4641,0.1139,0.1622,0.9663,0.0337,0.8378,0.8889,0.4095,0.5642,0.2743
65.0,Male,0.8327,0.1382,0.4259,0.9321,0.0679,0.5741,0.6053,0.8692,0.679,0.5
65.0,Female,0.4135,0.1139,0.1543,0.9733,0.0267,0.8457,0.9259,0.3476,0.5638,0.2646
70.0,Male,0.8327,0.1382,0.4259,0.9321,0.0679,0.5741,0.6053,0.8692,0.679,0.5
70.0,Female,0.3629,0.1139,0.1477,0.9836,0.0164,0.8523,0.963,0.2857,0.5657,0.2562
