Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0076,0.0077,0.1093
5.0,0.0039,0.0846,0.0926
10.0,0.0247,0.1978,0.2519
15.0,0.0696,0.1496,0.2006
20.0,0.1029,0.2217,0.2916
25.0,0.1516,0.1886,0.2716
30.0,0.2156,0.2283,0.3553
35.0,0.3308,0.4366,0.3795
40.0,0.3757,0.5053,0.4662
45.0,0.4322,0.6189,0.4519
50.0,0.5142,0.7953,0.5143
55.00000000000001,0.5927,0.9387,0.5545
60.0,0.6934,1.1826,0.672
65.0,0.7213,1.225,0.6424
70.0,0.743,1.265,0.8027
