Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0059,0.0502,0.0958
5.0,0.0424,0.103,0.2902
10.0,0.0502,0.1411,0.2619
15.0,0.0091,0.0353,0.2168
20.0,0.1077,0.2805,0.3269
25.0,0.1434,0.3592,0.3902
30.0,0.1713,0.3472,0.3418
35.0,0.1054,0.2052,0.3327
40.0,0.039,0.1358,0.3436
45.0,0.1026,0.2176,0.3645
50.0,0.1519,0.202,0.353
55.00000000000001,0.1856,0.3054,0.3174
60.0,0.2529,0.4387,0.4231
65.0,0.3504,0.5049,0.37
70.0,0.4327,0.6879,0.3449
