Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0081,0.1526,0.2046
5.0,0.0081,0.1526,0.2046
10.0,0.0081,0.1526,0.2046
15.0,0.0081,0.1526,0.2046
20.0,0.0081,0.1526,0.2046
25.0,0.0081,0.1526,0.2046
30.0,0.0081,0.1526,0.2046
35.0,0.0081,0.1526,0.2046
40.0,0.0081,0.1526,0.2046
45.0,0.0081,0.1526,0.2046
50.0,0.0081,0.1526,0.2046
55.00000000000001,0.0081,0.1526,0.2046
60.0,0.0081,0.1526,0.2046
65.0,0.0081,0.1526,0.2046
70.0,0.0081,0.1526,0.2046
