Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0236,0.0642,0.2184
5.0,0.0236,0.0142,0.2734
10.0,0.0236,0.0416,0.3055
15.0,0.0236,0.0566,0.3688
20.0,0.0236,0.0952,0.4421
25.0,0.0236,0.1072,0.4651
30.0,0.0236,0.1209,0.5558
35.0,0.0236,0.1285,0.6191
40.0,0.0236,0.1388,0.6649
45.0,0.0236,0.1442,0.6879
50.0,0.0236,0.154,0.7914
55.00000000000001,0.0236,0.1695,0.9006
60.0,0.0236,0.174,0.9464
65.0,0.0236,0.187,1.0418
70.0,0.0236,0.1881,1.0739
