Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0075,0.0332,0.1388
5.0,0.0075,0.0332,0.1388
10.0,0.0075,0.0332,0.1388
15.0,0.0075,0.0332,0.1388
20.0,0.0075,0.0332,0.1388
25.0,0.0075,0.0332,0.1388
30.0,0.0075,0.0332,0.1388
35.0,0.0075,0.0332,0.1388
40.0,0.0075,0.0332,0.1388
45.0,0.0075,0.0332,0.1388
50.0,0.0075,0.0332,0.1388
55.00000000000001,0.0075,0.0332,0.1388
60.0,0.0075,0.0332,0.1388
65.0,0.0075,0.0332,0.1388
70.0,0.0075,0.0332,0.1388
