Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0,0.0,0.0648
5.0,0.0,0.0,0.0648
10.0,0.0,0.0,0.0648
15.0,0.0,0.0,0.0648
20.0,0.0,0.0,0.0648
25.0,0.0,0.0,0.0648
30.0,0.0,0.0,0.0648
35.0,0.0,0.0,0.0648
40.0,0.0,0.0,0.0648
45.0,0.0,0.0,0.0648
50.0,0.0,0.0,0.0648
55.00000000000001,0.0,0.0,0.0648
60.0,0.0,0.0,0.0648
65.0,0.0,0.0,0.0648
70.0,0.0,0.0,0.0648
