Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0391,0.0877,0.0928
5.0,0.0391,0.1612,0.0805
10.0,0.0391,0.2225,0.0781
15.0,0.0391,0.2636,0.144
20.0,0.0391,0.3178,0.2331
25.0,0.0391,0.3484,0.2736
30.0,0.0391,0.3647,0.3181
35.0,0.0391,0.389,0.3857
40.0,0.0391,0.4269,0.4377
45.0,0.0391,0.4176,0.5349
50.0,0.0391,0.4279,0.6009
55.00000000000001,0.0391,0.4399,0.6841
60.0,0.0391,0.4516,0.7576
65.0,0.0391,0.4772,0.8582
70.0,0.0391,0.4877,0.9982
