Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0,0.0,0.0421
5.0,0.0,0.0,0.0421
10.0,0.0,0.0,0.0421
15.0,0.0,0.0,0.0421
20.0,0.0,0.0,0.0421
25.0,0.0,0.0,0.0421
30.0,0.0,0.0,0.0421
35.0,0.0,0.0,0.0421
40.0,0.0,0.0,0.0421
45.0,0.0307,0.1752,0.9398
50.0,0.1374,0.5384,0.5502
55.00000000000001,0.1161,0.1921,0.3666
60.0,0.2644,0.5427,0.5642
65.0,0.3658,0.6491,0.4879
70.0,0.5168,0.7789,0.4564
