Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0498,0.104,0.1415
5.0,0.0426,0.0113,0.2379
10.0,0.0353,0.0475,0.2967
15.0,0.0246,0.118,0.3468
20.0,0.0375,0.1364,0.466
25.0,0.0459,0.1412,0.4986
30.0,0.0666,0.1782,0.5901
35.0,0.0788,0.2202,0.6376
40.0,0.095,0.2618,0.7105
45.0,0.1072,0.244,0.7491
50.0,0.1719,0.2458,0.8033
55.00000000000001,0.4228,0.581,0.9862
60.0,0.6495,1.0198,1.0852
65.0,0.7187,1.1222,1.1816
70.0,0.8195,1.3002,1.2238
