Flip Percentage,Male Error Rate,Female Error Rate
0.0,0.0,0.0
5.0,0.0,0.0408
10.0,0.0,0.0857
15.0,0.0,0.151
20.0,0.0,0.1755
25.0,0.0,0.2286
30.0,0.0,0.2694
35.0,0.0,0.3184
40.0,0.0,0.351
45.0,0.0,0.4
50.0,0.0,0.4449
55.00000000000001,0.0,0.4735
60.0,0.0,0.5265
65.0,0.0,0.5469
70.0,0.0,0.5959
