Flip Percentage,Group,Accuracy,Selection rate,TPR,TNR,FPR,FNR,PPV,NPV,ROC AUC,F1
0.0,Male,0.7968,0.2908,0.72,0.8159,0.1841,0.28,0.4932,0.9213,0.768,0.5854
0.0,Female,0.728,0.3218,0.6585,0.7409,0.2591,0.3415,0.3214,0.9209,0.6997,0.432
5.0,Male,0.7689,0.3187,0.72,0.7811,0.2189,0.28,0.45,0.9181,0.7505,0.5538
5.0,Female,0.659,0.364,0.56,0.6825,0.3175,0.44,0.2947,0.8675,0.6212,0.3862
10.0,Male,0.7689,0.3187,0.72,0.7811,0.2189,0.28,0.45,0.9181,0.7505,0.5538
10.0,Female,0.6322,0.3678,0.5,0.67,0.33,0.5,0.3021,0.8242,0.585,0.3766
15.0,Male,0.7649,0.3227,0.72,0.7761,0.2239,0.28,0.4444,0.9176,0.7481,0.5496
15.0,Female,0.6245,0.3716,0.493,0.6737,0.3263,0.507,0.3608,0.7805,0.5833,0.4167
20.0,Male,0.7649,0.3227,0.72,0.7761,0.2239,0.28,0.4444,0.9176,0.7481,0.5496
20.0,Female,0.6284,0.3716,0.5,0.6893,0.3107,0.5,0.433,0.7439,0.5946,0.4641
25.0,Male,0.7649,0.3227,0.72,0.7761,0.2239,0.28,0.4444,0.9176,0.7481,0.5496
25.0,Female,0.6092,0.3793,0.4839,0.6786,0.3214,0.5161,0.4545,0.7037,0.5812,0.4688
30.0,Male,0.7649,0.3227,0.72,0.7761,0.2239,0.28,0.4444,0.9176,0.7481,0.5496
30.0,Female,0.5785,0.3831,0.4519,0.6624,0.3376,0.5481,0.47,0.646,0.5572,0.4608
35.0,Male,0.7689,0.3187,0.72,0.7811,0.2189,0.28,0.45,0.9181,0.7505,0.5538
35.0,Female,0.5632,0.3946,0.4522,0.6507,0.3493,0.5478,0.5049,0.6013,0.5514,0.4771
40.0,Male,0.7849,0.3028,0.72,0.801,0.199,0.28,0.4737,0.92,0.7605,0.5714
40.0,Female,0.5594,0.4253,0.4841,0.6296,0.3704,0.5159,0.5495,0.5667,0.5569,0.5148
45.0,Male,0.8008,0.2869,0.72,0.8209,0.1791,0.28,0.5,0.9218,0.7704,0.5902
45.0,Female,0.5479,0.4866,0.5324,0.5656,0.4344,0.4676,0.5827,0.5149,0.549,0.5564
50.0,Male,0.8088,0.2789,0.72,0.8308,0.1692,0.28,0.5143,0.9227,0.7754,0.6
50.0,Female,0.5517,0.7395,0.7568,0.2832,0.7168,0.2432,0.5803,0.4706,0.52,0.6569
55.00000000000001,Male,0.8167,0.2709,0.72,0.8408,0.1592,0.28,0.5294,0.9235,0.7804,0.6102
55.00000000000001,Female,0.6245,0.9157,0.9273,0.1042,0.8958,0.0727,0.6402,0.4545,0.5157,0.7574
60.0,Male,0.8406,0.247,0.72,0.8706,0.1294,0.28,0.5806,0.9259,0.7953,0.6429
60.0,Female,0.682,0.9617,0.9773,0.0706,0.9294,0.0227,0.6853,0.6,0.5239,0.8056
65.0,Male,0.8566,0.1514,0.52,0.9403,0.0597,0.48,0.6842,0.8873,0.7301,0.5909
65.0,Female,0.7126,1.0,1.0,0.0,1.0,0.0,0.7126,0.0,0.5,0.8322
70.0,Male,0.8247,0.0319,0.14,0.995,0.005,0.86,0.875,0.823,0.5675,0.2414
70.0,Female,0.7356,1.0,1.0,0.0,1.0,0.0,0.7356,0.0,0.5,0.8477
