Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0003,0.046,0.0905
5.0,0.0103,0.1132,0.0654
10.0,0.0121,0.1337,0.0953
15.0,0.0263,0.1648,0.1482
20.0,0.0351,0.1449,0.2123
25.0,0.0395,0.1923,0.3012
30.0,0.0817,0.215,0.3511
35.0,0.1531,0.219,0.3722
40.0,0.3495,0.4473,0.4079
45.0,0.4825,0.6952,0.4503
50.0,0.6216,0.9678,0.5966
55.00000000000001,0.7534,1.239,0.8085
60.0,0.8272,1.4527,1.0373
65.0,0.8737,1.636,1.1364
70.0,0.9018,1.6846,1.1202
