Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0498,0.104,0.1415
5.0,0.0498,0.0176,0.2277
10.0,0.0498,0.053,0.2821
15.0,0.0498,0.1006,0.3315
20.0,0.0498,0.1575,0.4529
25.0,0.0498,0.1758,0.4896
30.0,0.0498,0.2274,0.5822
35.0,0.0498,0.2537,0.6316
40.0,0.0498,0.2961,0.7001
45.0,0.0498,0.2923,0.7417
50.0,0.0498,0.2441,0.8282
55.00000000000001,0.0498,0.2486,0.9657
60.0,0.0498,0.2634,1.0441
65.0,0.0498,0.2951,1.1575
70.0,0.0498,0.3224,1.2167
