Flip Percentage,Male Error Rate,Female Error Rate
0.0,0.0,0.0
5.0,0.0,0.0571
10.0,0.0,0.1184
15.0,0.0,0.1592
20.0,0.0,0.1959
25.0,0.0,0.2122
30.0,0.0,0.2449
35.0,0.0,0.2776
40.0,0.0,0.3143
45.0,0.0,0.3551
50.0,0.0,0.3755
55.00000000000001,0.0,0.3959
60.0,0.0,0.4612
65.0,0.0,0.5061
70.0,0.0,0.5347
