Flip Percentage,Group,Accuracy,Selection rate,TPR,TNR,FPR,FNR,PPV,NPV,ROC AUC,F1
0.0,Male,0.8289,0.1977,0.5686,0.8915,0.1085,0.4314,0.5577,0.8957,0.7301,0.5631
0.0,Female,0.8112,0.1968,0.525,0.866,0.134,0.475,0.4286,0.905,0.6955,0.4719
5.0,Male,0.8365,0.1521,0.4706,0.9245,0.0755,0.5294,0.6,0.8789,0.6976,0.5275
5.0,Female,0.7992,0.1847,0.45,0.866,0.134,0.55,0.3913,0.8916,0.658,0.4186
10.0,Male,0.8441,0.1597,0.5098,0.9245,0.0755,0.4902,0.619,0.8869,0.7172,0.5591
10.0,Female,0.7992,0.1928,0.475,0.8612,0.1388,0.525,0.3958,0.8955,0.6681,0.4318
15.0,Male,0.8403,0.1787,0.549,0.9104,0.0896,0.451,0.5957,0.8935,0.7297,0.5714
15.0,Female,0.6908,0.3414,0.6,0.7081,0.2919,0.4,0.2824,0.9024,0.6541,0.384
20.0,Male,0.8327,0.1407,0.4314,0.9292,0.0708,0.5686,0.5946,0.8717,0.6803,0.5
20.0,Female,0.7309,0.2691,0.5,0.7751,0.2249,0.5,0.2985,0.8901,0.6376,0.3738
25.0,Male,0.8365,0.1521,0.4706,0.9245,0.0755,0.5294,0.6,0.8789,0.6976,0.5275
25.0,Female,0.6707,0.3454,0.55,0.6938,0.3062,0.45,0.2558,0.8896,0.6219,0.3492
30.0,Male,0.8327,0.1711,0.5098,0.9104,0.0896,0.4902,0.5778,0.8853,0.7101,0.5417
30.0,Female,0.6787,0.3052,0.45,0.7225,0.2775,0.55,0.2368,0.8728,0.5862,0.3103
35.0,Male,0.8251,0.2167,0.6078,0.8774,0.1226,0.3922,0.5439,0.9029,0.7426,0.5741
35.0,Female,0.6185,0.3976,0.55,0.6316,0.3684,0.45,0.2222,0.88,0.5908,0.3165
40.0,Male,0.8251,0.1863,0.5294,0.8962,0.1038,0.4706,0.551,0.8879,0.7128,0.54
40.0,Female,0.5703,0.4378,0.525,0.5789,0.4211,0.475,0.1927,0.8643,0.552,0.2819
45.0,Male,0.7985,0.2586,0.6471,0.8349,0.1651,0.3529,0.4853,0.9077,0.741,0.5546
45.0,Female,0.5462,0.4699,0.55,0.5455,0.4545,0.45,0.188,0.8636,0.5477,0.2803
50.0,Male,0.7871,0.2548,0.6078,0.8302,0.1698,0.3922,0.4627,0.898,0.719,0.5254
50.0,Female,0.5502,0.498,0.65,0.5311,0.4689,0.35,0.2097,0.888,0.5906,0.3171
55.00000000000001,Male,0.8061,0.251,0.6471,0.8443,0.1557,0.3529,0.5,0.9086,0.7457,0.5641
55.00000000000001,Female,0.5341,0.5221,0.675,0.5072,0.4928,0.325,0.2077,0.8908,0.5911,0.3176
60.0,Male,0.7947,0.2471,0.6078,0.8396,0.1604,0.3922,0.4769,0.899,0.7237,0.5345
60.0,Female,0.4779,0.5944,0.725,0.4306,0.5694,0.275,0.1959,0.8911,0.5778,0.3085
65.0,Male,0.7947,0.2395,0.5882,0.8443,0.1557,0.4118,0.4762,0.895,0.7163,0.5263
65.0,Female,0.4538,0.6185,0.725,0.4019,0.5981,0.275,0.1883,0.8842,0.5635,0.299
70.0,Male,0.7985,0.2281,0.5686,0.8538,0.1462,0.4314,0.4833,0.8916,0.7112,0.5225
70.0,Female,0.4257,0.6707,0.8,0.3541,0.6459,0.2,0.1916,0.9024,0.577,0.3092
