Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0652,0.1309,0.0559
5.0,0.0084,0.235,0.1972
10.0,0.0406,0.3862,0.3434
15.0,0.1052,0.3183,0.2919
20.0,0.1253,0.2575,0.233
25.0,0.2019,0.3725,0.3691
30.0,0.2597,0.387,0.3714
35.0,0.3495,0.5059,0.4869
40.0,0.3573,0.4692,0.4372
45.0,0.4056,0.5639,0.4544
50.0,0.4672,0.686,0.4067
55.00000000000001,0.508,0.7704,0.4651
60.0,0.5763,0.9086,0.569
65.0,0.6256,1.0116,0.7014
70.0,0.6573,1.0991,0.7945
