Flip Percentage,Group,Accuracy,Selection rate,TPR,TNR,FPR,FNR,PPV,NPV,ROC AUC,F1
0.0,Male,0.7556,0.2556,0.5385,0.793,0.207,0.4615,0.3088,0.9091,0.6657,0.3925
0.0,Female,0.7805,0.2439,0.5577,0.8402,0.1598,0.4423,0.4833,0.8763,0.6989,0.5179
5.0,Male,0.8008,0.1955,0.4872,0.8546,0.1454,0.5128,0.3654,0.9065,0.6709,0.4176
5.0,Female,0.752,0.2724,0.5469,0.8242,0.1758,0.4531,0.5224,0.838,0.6855,0.5344
10.0,Male,0.7895,0.2218,0.5385,0.8326,0.1674,0.4615,0.3559,0.913,0.6855,0.4286
10.0,Female,0.7276,0.2683,0.493,0.8229,0.1771,0.507,0.5303,0.8,0.6579,0.5109
15.0,Male,0.8158,0.1504,0.3846,0.8899,0.1101,0.6154,0.375,0.8938,0.6372,0.3797
15.0,Female,0.6504,0.2683,0.3718,0.7798,0.2202,0.6282,0.4394,0.7278,0.5758,0.4028
20.0,Male,0.8158,0.1504,0.3846,0.8899,0.1101,0.6154,0.375,0.8938,0.6372,0.3797
20.0,Female,0.6382,0.3049,0.4255,0.7697,0.2303,0.5745,0.5333,0.6842,0.5976,0.4734
25.0,Male,0.8233,0.1353,0.359,0.9031,0.0969,0.641,0.3889,0.8913,0.631,0.3733
25.0,Female,0.6301,0.3659,0.4949,0.7211,0.2789,0.5051,0.5444,0.6795,0.608,0.5185
30.0,Male,0.8308,0.1504,0.4359,0.8987,0.1013,0.5641,0.425,0.9027,0.6673,0.4304
30.0,Female,0.5813,0.3862,0.4643,0.6791,0.3209,0.5357,0.5474,0.6026,0.5717,0.5024
35.0,Male,0.8195,0.1466,0.3846,0.8943,0.1057,0.6154,0.3846,0.8943,0.6394,0.3846
35.0,Female,0.561,0.4431,0.5042,0.6142,0.3858,0.4958,0.5505,0.5693,0.5592,0.5263
40.0,Male,0.8158,0.1579,0.4103,0.8855,0.1145,0.5897,0.381,0.8973,0.6479,0.3951
40.0,Female,0.5569,0.4797,0.5349,0.5812,0.4188,0.4651,0.5847,0.5312,0.558,0.5587
45.0,Male,0.8195,0.1617,0.4359,0.8855,0.1145,0.5641,0.3953,0.9013,0.6607,0.4146
45.0,Female,0.5447,0.5366,0.5746,0.5089,0.4911,0.4254,0.5833,0.5,0.5418,0.5789
50.0,Male,0.7857,0.2481,0.6154,0.815,0.185,0.3846,0.3636,0.925,0.7152,0.4571
50.0,Female,0.565,0.6016,0.6434,0.4563,0.5437,0.3566,0.6216,0.4796,0.5498,0.6323
55.00000000000001,Male,0.7932,0.218,0.5385,0.837,0.163,0.4615,0.3621,0.9135,0.6877,0.433
55.00000000000001,Female,0.5528,0.626,0.6375,0.3953,0.6047,0.3625,0.6623,0.3696,0.5164,0.6497
60.0,Male,0.7932,0.2256,0.5641,0.8326,0.1674,0.4359,0.3667,0.9175,0.6984,0.4444
60.0,Female,0.6179,0.7073,0.7353,0.3553,0.6447,0.2647,0.7184,0.375,0.5453,0.7267
65.0,Male,0.782,0.2293,0.5385,0.8238,0.1762,0.4615,0.3443,0.9122,0.6811,0.42
65.0,Female,0.6707,0.7114,0.7554,0.4194,0.5806,0.2446,0.7943,0.3662,0.5874,0.7744
70.0,Male,0.7857,0.2105,0.4872,0.837,0.163,0.5128,0.3393,0.9048,0.6621,0.4
70.0,Female,0.6789,0.7805,0.7958,0.2727,0.7273,0.2042,0.7917,0.2778,0.5343,0.7937
