Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.011500000022351742,0.0177,0.0153
5.0,0.011500000022351742,0.0177,0.0153
10.0,0.011500000022351742,0.0177,0.0153
15.0,0.011500000022351742,0.0177,0.0153
20.0,0.011500000022351742,0.0177,0.0153
25.0,0.011500000022351742,0.0177,0.0153
30.0,0.011500000022351742,0.0177,0.0153
35.0,0.011500000022351742,0.0177,0.0153
40.0,0.011500000022351742,0.0177,0.0153
45.0,0.011500000022351742,0.0177,0.0153
50.0,0.011500000022351742,0.0177,0.0153
55.00000000000001,0.011500000022351742,0.0177,0.0153
60.0,0.011500000022351742,0.0177,0.0153
65.0,0.011500000022351742,0.0177,0.0153
70.0,0.011500000022351742,0.0177,0.0153
