Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0264,0.0686,0.0964
5.0,0.0563,0.1124,0.1858
10.0,0.1383,0.2188,0.2834
15.0,0.1779,0.356,0.2859
20.0,0.236,0.4336,0.3228
25.0,0.2554,0.4346,0.3623
30.0,0.3646,0.6425,0.337
35.0,0.414,0.6958,0.3677
40.0,0.4527,0.8375,0.3603
45.0,0.4616,0.8107,0.3251
50.0,0.5576,0.9484,0.3871
55.00000000000001,0.5963,1.0986,0.4226
60.0,0.6183,1.0847,0.3444
65.0,0.6791,1.1746,0.4041
70.0,0.6808,1.2274,0.4269
