Flip Percentage,Male Error Rate,Female Error Rate
0.0,0.0,0.0
5.0,0.0,0.0442
10.0,0.0,0.1004
15.0,0.0,0.1566
20.0,0.0,0.2008
25.0,0.0,0.241
30.0,0.0,0.2651
35.0,0.0,0.2972
40.0,0.0,0.3333
45.0,0.0,0.3896
50.0,0.0,0.4297
55.00000000000001,0.0,0.4659
60.0,0.0,0.5422
65.0,0.0,0.5984
70.0,0.0,0.6345
