Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0197,0.0473,0.0765
5.0,0.0197,0.1186,0.0915
10.0,0.0197,0.197,0.1377
15.0,0.0197,0.2267,0.1473
20.0,0.0197,0.2388,0.1563
25.0,0.0197,0.271,0.1922
30.0,0.0197,0.2845,0.2545
35.0,0.0197,0.3009,0.3737
40.0,0.0197,0.317,0.4513
45.0,0.0197,0.3222,0.5135
50.0,0.0197,0.349,0.5648
55.00000000000001,0.0197,0.3471,0.6739
60.0,0.0197,0.3513,0.7412
65.0,0.0197,0.3597,0.8188
70.0,0.0197,0.3822,0.922
