Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.021900000050663948,0.0613,0.1492
5.0,0.021900000050663948,0.0613,0.1492
10.0,0.021900000050663948,0.0613,0.1492
15.0,0.021900000050663948,0.0613,0.1492
20.0,0.021900000050663948,0.0613,0.1492
25.0,0.021900000050663948,0.0613,0.1492
30.0,0.021900000050663948,0.0613,0.1492
35.0,0.021900000050663948,0.0613,0.1492
40.0,0.021900000050663948,0.0613,0.1492
45.0,0.021900000050663948,0.0613,0.1492
50.0,0.021900000050663948,0.0613,0.1492
55.00000000000001,0.021900000050663948,0.0613,0.1492
60.0,0.021900000050663948,0.0613,0.1492
65.0,0.021900000050663948,0.0613,0.1492
70.0,0.021900000050663948,0.0613,0.1492
