Flip Percentage,Group,Accuracy,Selection rate,TPR,TNR,FPR,FNR,PPV,NPV,ROC AUC,F1
0.0,Male,0.8287,0.1793,0.52,0.9055,0.0945,0.48,0.5778,0.8835,0.7127,0.5474
0.0,Female,0.8046,0.2069,0.5366,0.8545,0.1455,0.4634,0.4074,0.9082,0.6956,0.4632
5.0,Male,0.8207,0.1793,0.5,0.9005,0.0995,0.5,0.5556,0.8786,0.7002,0.5263
5.0,Female,0.7318,0.2452,0.44,0.8009,0.1991,0.56,0.3438,0.8579,0.6205,0.386
10.0,Male,0.8207,0.1793,0.5,0.9005,0.0995,0.5,0.5556,0.8786,0.7002,0.5263
10.0,Female,0.659,0.3333,0.4828,0.7094,0.2906,0.5172,0.3218,0.8276,0.5961,0.3862
15.0,Male,0.8048,0.1713,0.44,0.8955,0.1045,0.56,0.5116,0.8654,0.6678,0.4731
15.0,Female,0.6054,0.3908,0.493,0.6474,0.3526,0.507,0.3431,0.7736,0.5702,0.4046
20.0,Male,0.8247,0.1673,0.48,0.9104,0.0896,0.52,0.5714,0.8756,0.6952,0.5217
20.0,Female,0.6398,0.4291,0.6071,0.6554,0.3446,0.3929,0.4554,0.7785,0.6313,0.5204
25.0,Male,0.8406,0.1673,0.52,0.9204,0.0796,0.48,0.619,0.8852,0.7202,0.5652
25.0,Female,0.6015,0.4789,0.6129,0.5952,0.4048,0.3871,0.456,0.7353,0.6041,0.5229
30.0,Male,0.8287,0.1633,0.48,0.9154,0.0846,0.52,0.5854,0.8762,0.6977,0.5275
30.0,Female,0.5632,0.5364,0.625,0.5223,0.4777,0.375,0.4643,0.6777,0.5736,0.5328
35.0,Male,0.8127,0.1713,0.46,0.9005,0.0995,0.54,0.5349,0.8702,0.6802,0.4946
35.0,Female,0.5402,0.6015,0.6609,0.4452,0.5548,0.3391,0.4841,0.625,0.553,0.5588
40.0,Male,0.8207,0.1554,0.44,0.9154,0.0846,0.56,0.5641,0.8679,0.6777,0.4944
40.0,Female,0.6015,0.6284,0.7381,0.4741,0.5259,0.2619,0.5671,0.6598,0.6061,0.6414
45.0,Male,0.8247,0.1673,0.48,0.9104,0.0896,0.52,0.5714,0.8756,0.6952,0.5217
45.0,Female,0.5939,0.6245,0.705,0.4672,0.5328,0.295,0.6012,0.5816,0.5861,0.649
50.0,Male,0.8088,0.1594,0.42,0.9055,0.0945,0.58,0.525,0.8626,0.6627,0.4667
50.0,Female,0.59,0.6552,0.7162,0.4248,0.5752,0.2838,0.6199,0.5333,0.5705,0.6646
55.00000000000001,Male,0.8048,0.1633,0.42,0.9005,0.0995,0.58,0.5122,0.8619,0.6602,0.4615
55.00000000000001,Female,0.5939,0.6858,0.7212,0.375,0.625,0.2788,0.6648,0.439,0.5481,0.6919
60.0,Male,0.8207,0.1554,0.44,0.9154,0.0846,0.56,0.5641,0.8679,0.6777,0.4944
60.0,Female,0.6322,0.6973,0.7443,0.4,0.6,0.2557,0.7198,0.4304,0.5722,0.7318
65.0,Male,0.8287,0.1474,0.44,0.9254,0.0746,0.56,0.5946,0.8692,0.6827,0.5057
65.0,Female,0.6437,0.7395,0.7688,0.3333,0.6667,0.2312,0.7409,0.3676,0.5511,0.7546
70.0,Male,0.8167,0.1514,0.42,0.9154,0.0846,0.58,0.5526,0.8638,0.6677,0.4773
70.0,Female,0.6513,0.8008,0.8073,0.2174,0.7826,0.1927,0.7416,0.2885,0.5123,0.7731
