Flip Percentage,Group,Accuracy,Selection rate,TPR,TNR,FPR,FNR,PPV,NPV,ROC AUC,F1
0.0,Male,0.8052,0.2509,0.6415,0.8458,0.1542,0.3585,0.5075,0.905,0.7437,0.5667
0.0,Female,0.8204,0.1878,0.5263,0.8744,0.1256,0.4737,0.4348,0.9095,0.7004,0.4762
5.0,Male,0.8052,0.2509,0.6415,0.8458,0.1542,0.3585,0.5075,0.905,0.7437,0.5667
5.0,Female,0.7714,0.1878,0.4038,0.8705,0.1295,0.5962,0.4565,0.8442,0.6372,0.4286
10.0,Male,0.8052,0.2509,0.6415,0.8458,0.1542,0.3585,0.5075,0.905,0.7437,0.5667
10.0,Female,0.7184,0.1878,0.3284,0.8652,0.1348,0.6716,0.4783,0.7739,0.5968,0.3894
15.0,Male,0.8052,0.2509,0.6415,0.8458,0.1542,0.3585,0.5075,0.905,0.7437,0.5667
15.0,Female,0.6857,0.1878,0.2987,0.8631,0.1369,0.7013,0.5,0.7286,0.5809,0.374
20.0,Male,0.8052,0.2509,0.6415,0.8458,0.1542,0.3585,0.5075,0.905,0.7437,0.5667
20.0,Female,0.6653,0.1878,0.2907,0.8679,0.1321,0.7093,0.5435,0.6935,0.5793,0.3788
25.0,Male,0.8052,0.2509,0.6415,0.8458,0.1542,0.3585,0.5075,0.905,0.7437,0.5667
25.0,Female,0.649,0.1878,0.2778,0.8645,0.1355,0.7222,0.5435,0.6734,0.5711,0.3676
30.0,Male,0.8052,0.2509,0.6415,0.8458,0.1542,0.3585,0.5075,0.905,0.7437,0.5667
30.0,Female,0.6327,0.1878,0.2755,0.8707,0.1293,0.7245,0.587,0.6432,0.5731,0.375
35.0,Male,0.8052,0.2509,0.6415,0.8458,0.1542,0.3585,0.5075,0.905,0.7437,0.5667
35.0,Female,0.6,0.1878,0.2547,0.8633,0.1367,0.7453,0.587,0.603,0.559,0.3553
40.0,Male,0.8052,0.2509,0.6415,0.8458,0.1542,0.3585,0.5075,0.905,0.7437,0.5667
40.0,Female,0.5796,0.1878,0.2522,0.8692,0.1308,0.7478,0.6304,0.5678,0.5607,0.3602
45.0,Male,0.8052,0.2509,0.6415,0.8458,0.1542,0.3585,0.5075,0.905,0.7437,0.5667
45.0,Female,0.5469,0.1878,0.24,0.8667,0.1333,0.76,0.6522,0.5226,0.5533,0.3509
50.0,Male,0.8052,0.2509,0.6415,0.8458,0.1542,0.3585,0.5075,0.905,0.7437,0.5667
50.0,Female,0.5347,0.1878,0.2385,0.8696,0.1304,0.7615,0.6739,0.5025,0.554,0.3523
55.00000000000001,Male,0.8052,0.2509,0.6415,0.8458,0.1542,0.3585,0.5075,0.905,0.7437,0.5667
55.00000000000001,Female,0.5306,0.1878,0.2444,0.8818,0.1182,0.7556,0.7174,0.4874,0.5631,0.3646
60.0,Male,0.8052,0.2509,0.6415,0.8458,0.1542,0.3585,0.5075,0.905,0.7437,0.5667
60.0,Female,0.498,0.1878,0.245,0.9043,0.0957,0.755,0.8043,0.4271,0.5746,0.3756
65.0,Male,0.8052,0.2509,0.6415,0.8458,0.1542,0.3585,0.5075,0.905,0.7437,0.5667
65.0,Female,0.4612,0.1878,0.2346,0.9036,0.0964,0.7654,0.8261,0.3769,0.5691,0.3654
70.0,Male,0.8052,0.2509,0.6415,0.8458,0.1542,0.3585,0.5075,0.905,0.7437,0.5667
70.0,Female,0.4327,0.1878,0.2249,0.8947,0.1053,0.7751,0.8261,0.3417,0.5598,0.3535
