Flip Percentage,Group,Metric,Before Mean,Before SE,After Mean,After SE
0.0,Male,Accuracy,0.8062000000000001,0.004916887000712722,0.80576,0.007879117265841954
5.0,Male,Accuracy,0.8062000000000001,0.004916887000712722,0.80576,0.007879117265841954
10.0,Male,Accuracy,0.8062000000000001,0.004916887000712722,0.80576,0.007879117265841954
15.0,Male,Accuracy,0.8062000000000001,0.004916887000712722,0.80576,0.007879117265841954
20.0,Male,Accuracy,0.8062000000000001,0.004916887000712722,0.80576,0.007879117265841954
25.0,Male,Accuracy,0.8062000000000001,0.004916887000712722,0.80576,0.007879117265841954
30.0,Male,Accuracy,0.8062000000000001,0.004916887000712722,0.80576,0.007879117265841954
35.0,Male,Accuracy,0.8062000000000001,0.004916887000712722,0.80576,0.007879117265841954
40.0,Male,Accuracy,0.8062000000000001,0.004916887000712722,0.80576,0.007879117265841954
45.0,Male,Accuracy,0.8062000000000001,0.004916887000712722,0.80576,0.007879117265841954
50.0,Male,Accuracy,0.8062000000000001,0.004916887000712722,0.80576,0.007879117265841954
55.00000000000001,Male,Accuracy,0.8062000000000001,0.004916887000712722,0.80576,0.007879117265841954
60.0,Male,Accuracy,0.8062000000000001,0.004916887000712722,0.80576,0.007879117265841954
65.0,Male,Accuracy,0.8062000000000001,0.004916887000712722,0.80576,0.007879117265841954
70.0,Male,Accuracy,0.8062000000000001,0.004916887000712722,0.80576,0.007879117265841954
0.0,Male,Selection rate,0.20525,0.006422551414092898,0.20662999153137207,0.010049864649772644
5.0,Male,Selection rate,0.20525,0.006422551414092898,0.20662999153137207,0.010049864649772644
10.0,Male,Selection rate,0.20525,0.006422551414092898,0.20662999153137207,0.010049864649772644
15.0,Male,Selection rate,0.20525,0.006422551414092898,0.20662999153137207,0.010049864649772644
20.0,Male,Selection rate,0.20525,0.006422551414092898,0.20662999153137207,0.010049864649772644
25.0,Male,Selection rate,0.20525,0.006422551414092898,0.20662999153137207,0.010049864649772644
30.0,Male,Selection rate,0.20525,0.006422551414092898,0.20662999153137207,0.010049864649772644
35.0,Male,Selection rate,0.20525,0.006422551414092898,0.20662999153137207,0.010049864649772644
40.0,Male,Selection rate,0.20525,0.006422551414092898,0.20662999153137207,0.010049864649772644
45.0,Male,Selection rate,0.20525,0.006422551414092898,0.20662999153137207,0.010049864649772644
50.0,Male,Selection rate,0.20525,0.006422551414092898,0.20662999153137207,0.010049864649772644
55.00000000000001,Male,Selection rate,0.20525,0.006422551414092898,0.20662999153137207,0.010049864649772644
60.0,Male,Selection rate,0.20525,0.006422551414092898,0.20662999153137207,0.010049864649772644
65.0,Male,Selection rate,0.20525,0.006422551414092898,0.20662999153137207,0.010049864649772644
70.0,Male,Selection rate,0.20525,0.006422551414092898,0.20662999153137207,0.010049864649772644
0.0,Male,TPR,0.5304,0.011019528120568497,0.53257,0.01622950707815859
5.0,Male,TPR,0.5304,0.011019528120568497,0.53257,0.01622950707815859
10.0,Male,TPR,0.5304,0.011019528120568497,0.53257,0.01622950707815859
15.0,Male,TPR,0.5304,0.011019528120568497,0.53257,0.01622950707815859
20.0,Male,TPR,0.5304,0.011019528120568497,0.53257,0.01622950707815859
25.0,Male,TPR,0.5304,0.011019528120568497,0.53257,0.01622950707815859
30.0,Male,TPR,0.5304,0.011019528120568497,0.53257,0.01622950707815859
35.0,Male,TPR,0.5304,0.011019528120568497,0.53257,0.01622950707815859
40.0,Male,TPR,0.5304,0.011019528120568497,0.53257,0.01622950707815859
45.0,Male,TPR,0.5304,0.011019528120568497,0.53257,0.01622950707815859
50.0,Male,TPR,0.5304,0.011019528120568497,0.53257,0.01622950707815859
55.00000000000001,Male,TPR,0.5304,0.011019528120568497,0.53257,0.01622950707815859
60.0,Male,TPR,0.5304,0.011019528120568497,0.53257,0.01622950707815859
65.0,Male,TPR,0.5304,0.011019528120568497,0.53257,0.01622950707815859
70.0,Male,TPR,0.5304,0.011019528120568497,0.53257,0.01622950707815859
0.0,Male,TNR,0.8701500000000001,0.0076742462532522066,0.8692099999999998,0.011481457998781244
5.0,Male,TNR,0.8701500000000001,0.0076742462532522066,0.8692099999999998,0.011481457998781244
10.0,Male,TNR,0.8701500000000001,0.0076742462532522066,0.8692099999999998,0.011481457998781244
15.0,Male,TNR,0.8701500000000001,0.0076742462532522066,0.8692099999999998,0.011481457998781244
20.0,Male,TNR,0.8701500000000001,0.0076742462532522066,0.8692099999999998,0.011481457998781244
25.0,Male,TNR,0.8701500000000001,0.0076742462532522066,0.8692099999999998,0.011481457998781244
30.0,Male,TNR,0.8701500000000001,0.0076742462532522066,0.8692099999999998,0.011481457998781244
35.0,Male,TNR,0.8701500000000001,0.0076742462532522066,0.8692099999999998,0.011481457998781244
40.0,Male,TNR,0.8701500000000001,0.0076742462532522066,0.8692099999999998,0.011481457998781244
45.0,Male,TNR,0.8701500000000001,0.0076742462532522066,0.8692099999999998,0.011481457998781244
50.0,Male,TNR,0.8701500000000001,0.0076742462532522066,0.8692099999999998,0.011481457998781244
55.00000000000001,Male,TNR,0.8701500000000001,0.0076742462532522066,0.8692099999999998,0.011481457998781244
60.0,Male,TNR,0.8701500000000001,0.0076742462532522066,0.8692099999999998,0.011481457998781244
65.0,Male,TNR,0.8701500000000001,0.0076742462532522066,0.8692099999999998,0.011481457998781244
70.0,Male,TNR,0.8701500000000001,0.0076742462532522066,0.8692099999999998,0.011481457998781244
0.0,Male,FPR,0.12985,0.007674246253252207,0.13079000000000002,0.011481457998781242
5.0,Male,FPR,0.12985,0.007674246253252207,0.13079000000000002,0.011481457998781242
