Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0174,0.0412,0.0512
5.0,0.0358,0.1387,0.1495
10.0,0.0482,0.1484,0.1558
15.0,0.0666,0.199,0.2032
20.0,0.1099,0.1715,0.2087
25.0,0.1707,0.1435,0.2326
30.0,0.2244,0.2094,0.3065
35.0,0.2667,0.254,0.3625
40.0,0.3768,0.4741,0.458
45.0,0.4746,0.6709,0.4698
50.0,0.5424,0.7723,0.5023
55.00000000000001,0.687,1.0701,0.5358
60.0,0.7487,1.1991,0.5901
65.0,0.7839,1.2841,0.7416
70.0,0.8006,1.284,0.6917
