Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0174,0.0412,0.0512
5.0,0.0358,0.057,0.1254
10.0,0.0482,0.1223,0.1041
15.0,0.0666,0.1337,0.1682
20.0,0.1099,0.245,0.2221
25.0,0.1707,0.3735,0.2815
30.0,0.2244,0.4781,0.3118
35.0,0.2667,0.5447,0.3512
40.0,0.3768,0.698,0.4075
45.0,0.4746,0.8757,0.4271
50.0,0.5424,0.9864,0.4716
55.00000000000001,0.687,1.201,0.5347
60.0,0.7487,1.2717,0.4807
65.0,0.7839,1.299,0.4944
70.0,0.8006,1.3237,0.4556
