Flip Percentage,Male Error Rate,Female Error Rate
0.0,0.0,0.0
5.0,0.0,0.038
10.0,0.0,0.0802
15.0,0.0,0.1139
20.0,0.0,0.1646
25.0,0.0,0.1941
30.0,0.0,0.2194
35.0,0.0,0.2616
40.0,0.0,0.2996
45.0,0.0,0.3418
50.0,0.0,0.3755
55.00000000000001,0.0,0.4219
60.0,0.0,0.4684
65.0,0.0,0.5274
70.0,0.0,0.5865
