Flip Percentage,Group,Accuracy,Selection rate,TPR,TNR,FPR,FNR,PPV,NPV,ROC AUC,F1
0.0,Male,0.8538,0.1186,0.4255,0.9515,0.0485,0.5745,0.6667,0.8789,0.6885,0.5195
0.0,Female,0.8996,0.139,0.6136,0.9581,0.0419,0.3864,0.75,0.9238,0.7859,0.675
5.0,Male,0.8538,0.1186,0.4255,0.9515,0.0485,0.5745,0.6667,0.8789,0.6885,0.5195
5.0,Female,0.8996,0.139,0.6136,0.9581,0.0419,0.3864,0.75,0.9238,0.7859,0.675
10.0,Male,0.8538,0.1186,0.4255,0.9515,0.0485,0.5745,0.6667,0.8789,0.6885,0.5195
10.0,Female,0.8996,0.139,0.6136,0.9581,0.0419,0.3864,0.75,0.9238,0.7859,0.675
15.0,Male,0.8538,0.1186,0.4255,0.9515,0.0485,0.5745,0.6667,0.8789,0.6885,0.5195
15.0,Female,0.8996,0.139,0.6136,0.9581,0.0419,0.3864,0.75,0.9238,0.7859,0.675
20.0,Male,0.8538,0.1186,0.4255,0.9515,0.0485,0.5745,0.6667,0.8789,0.6885,0.5195
20.0,Female,0.8996,0.139,0.6136,0.9581,0.0419,0.3864,0.75,0.9238,0.7859,0.675
25.0,Male,0.8538,0.1186,0.4255,0.9515,0.0485,0.5745,0.6667,0.8789,0.6885,0.5195
25.0,Female,0.8996,0.139,0.6136,0.9581,0.0419,0.3864,0.75,0.9238,0.7859,0.675
30.0,Male,0.8538,0.1186,0.4255,0.9515,0.0485,0.5745,0.6667,0.8789,0.6885,0.5195
30.0,Female,0.8996,0.139,0.6136,0.9581,0.0419,0.3864,0.75,0.9238,0.7859,0.675
35.0,Male,0.8538,0.1186,0.4255,0.9515,0.0485,0.5745,0.6667,0.8789,0.6885,0.5195
35.0,Female,0.8996,0.139,0.6136,0.9581,0.0419,0.3864,0.75,0.9238,0.7859,0.675
40.0,Male,0.8538,0.1186,0.4255,0.9515,0.0485,0.5745,0.6667,0.8789,0.6885,0.5195
40.0,Female,0.8996,0.139,0.6136,0.9581,0.0419,0.3864,0.75,0.9238,0.7859,0.675
45.0,Male,0.8538,0.1186,0.4255,0.9515,0.0485,0.5745,0.6667,0.8789,0.6885,0.5195
45.0,Female,0.8996,0.139,0.6136,0.9581,0.0419,0.3864,0.75,0.9238,0.7859,0.675
50.0,Male,0.8538,0.1186,0.4255,0.9515,0.0485,0.5745,0.6667,0.8789,0.6885,0.5195
50.0,Female,0.8996,0.139,0.6136,0.9581,0.0419,0.3864,0.75,0.9238,0.7859,0.675
55.00000000000001,Male,0.8538,0.1186,0.4255,0.9515,0.0485,0.5745,0.6667,0.8789,0.6885,0.5195
55.00000000000001,Female,0.8996,0.139,0.6136,0.9581,0.0419,0.3864,0.75,0.9238,0.7859,0.675
60.0,Male,0.8538,0.1186,0.4255,0.9515,0.0485,0.5745,0.6667,0.8789,0.6885,0.5195
60.0,Female,0.8996,0.139,0.6136,0.9581,0.0419,0.3864,0.75,0.9238,0.7859,0.675
65.0,Male,0.8538,0.1186,0.4255,0.9515,0.0485,0.5745,0.6667,0.8789,0.6885,0.5195
65.0,Female,0.8996,0.139,0.6136,0.9581,0.0419,0.3864,0.75,0.9238,0.7859,0.675
70.0,Male,0.8538,0.1186,0.4255,0.9515,0.0485,0.5745,0.6667,0.8789,0.6885,0.5195
70.0,Female,0.8996,0.139,0.6136,0.9581,0.0419,0.3864,0.75,0.9238,0.7859,0.675
