Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0298,0.0743,0.204
5.0,0.0455,0.0036,0.2309
10.0,0.0502,0.0343,0.2702
15.0,0.0746,0.0157,0.3025
20.0,0.1033,0.0602,0.3719
25.0,0.1711,0.1398,0.302
30.0,0.2252,0.1888,0.3378
35.0,0.3222,0.3848,0.3404
40.0,0.3754,0.4605,0.401
45.0,0.5141,0.7224,0.4287
50.0,0.6045,0.9088,0.5153
55.00000000000001,0.6808,1.0702,0.6302
60.0,0.758,1.2364,0.7453
65.0,0.8119,1.3245,0.8286
70.0,0.8446,1.4126,1.1719
