Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0298,0.0743,0.204
5.0,0.0455,0.104,0.1732
10.0,0.0502,0.1079,0.158
15.0,0.0746,0.1811,0.1231
20.0,0.1033,0.246,0.0743
25.0,0.1711,0.401,0.062
30.0,0.2252,0.4357,0.1307
35.0,0.3222,0.6496,0.1955
40.0,0.3754,0.7102,0.2426
45.0,0.5141,0.9219,0.306
50.0,0.6045,1.0658,0.2987
55.00000000000001,0.6808,1.1968,0.3414
60.0,0.758,1.3089,0.3661
65.0,0.8119,1.3568,0.319
70.0,0.8446,1.4129,0.3859
