Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.006,0.0808,0.1096
5.0,0.0206,0.0869,0.0282
10.0,0.0175,0.0693,0.1099
15.0,0.079,0.0729,0.2495
20.0,0.0965,0.0797,0.2202
25.0,0.1254,0.1283,0.2603
30.0,0.1747,0.1888,0.3142
35.0,0.2242,0.2684,0.3564
40.0,0.3424,0.4888,0.3908
45.0,0.4183,0.6403,0.2949
50.0,0.5949,0.989,0.2364
55.00000000000001,0.6968,1.1757,0.3231
60.0,0.7396,1.2533,0.4129
65.0,0.836,1.4683,0.4974
70.0,0.862,1.5211,0.761
