Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.006,0.0808,0.1096
5.0,0.006,0.0808,0.1096
10.0,0.006,0.0808,0.1096
15.0,0.006,0.0808,0.1096
20.0,0.006,0.0808,0.1096
25.0,0.006,0.0808,0.1096
30.0,0.006,0.0808,0.1096
35.0,0.006,0.0808,0.1096
40.0,0.006,0.0808,0.1096
45.0,0.006,0.0808,0.1096
50.0,0.006,0.0808,0.1096
55.00000000000001,0.006,0.0808,0.1096
60.0,0.006,0.0808,0.1096
65.0,0.006,0.0808,0.1096
70.0,0.006,0.0808,0.1096
