Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0038,0.0454,0.1622
5.0,0.0038,0.0573,0.1311
10.0,0.0038,0.1035,0.1653
15.0,0.0038,0.1577,0.2208
20.0,0.0038,0.1442,0.1525
25.0,0.0038,0.1685,0.1909
30.0,0.0038,0.1935,0.2379
35.0,0.0038,0.2148,0.285
40.0,0.0038,0.2184,0.3321
45.0,0.0038,0.2079,0.4532
50.0,0.0038,0.2052,0.5245
55.00000000000001,0.0038,0.2181,0.6299
60.0,0.0038,0.2293,0.7096
65.0,0.0038,0.2337,0.7523
70.0,0.0038,0.2356,0.778
