Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0067,0.068,0.135
5.0,0.0295,0.0544,0.1956
10.0,0.0025,0.1155,0.2222
15.0,0.0057,0.1078,0.1831
20.0,0.0179,0.103,0.2193
25.0,0.1036,0.0987,0.4048
30.0,0.0421,0.1146,0.3326
35.0,0.0381,0.1127,0.3088
40.0,0.0748,0.07,0.3126
45.0,0.1156,0.1043,0.4327
50.0,0.1376,0.1311,0.4227
55.00000000000001,0.2394,0.2735,0.4308
60.0,0.2811,0.4183,0.639
65.0,0.3669,0.4568,0.671
70.0,0.5087,0.6891,0.7206
