Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0408,0.0404,0.1284
5.0,0.0408,0.1498,0.1378
10.0,0.0408,0.2009,0.1815
15.0,0.0408,0.2303,0.2155
20.0,0.0408,0.2535,0.2495
25.0,0.0408,0.2814,0.3029
30.0,0.0408,0.2967,0.3417
35.0,0.0408,0.3047,0.366
40.0,0.0408,0.3188,0.4194
45.0,0.0408,0.3275,0.5058
50.0,0.0408,0.3384,0.5738
55.00000000000001,0.0408,0.3436,0.6272
60.0,0.0408,0.3459,0.6854
65.0,0.0408,0.3537,0.7767
70.0,0.0408,0.3563,0.8495
