Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0158,0.0872,0.1572
5.0,0.023,0.088,0.2256
10.0,0.0427,0.1274,0.3325
15.0,0.1038,0.2438,0.4308
20.0,0.0779,0.235,0.4005
25.0,0.1047,0.2867,0.4532
30.0,0.0509,0.1679,0.3475
35.0,0.1461,0.3688,0.4498
40.0,0.1082,0.315,0.409
45.0,0.131,0.3118,0.514
50.0,0.1505,0.3901,0.5495
55.00000000000001,0.2235,0.5364,0.6633
60.0,0.2679,0.5163,0.5784
65.0,0.2938,0.5402,0.531
70.0,0.4497,0.7129,0.4716
