Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0067,0.068,0.135
5.0,0.0295,0.1186,0.2193
10.0,0.0025,0.0231,0.1827
15.0,0.0057,0.0488,0.1512
20.0,0.0179,0.0426,0.3011
25.0,0.1036,0.29,0.4336
30.0,0.0421,0.1484,0.2943
35.0,0.0381,0.102,0.3457
40.0,0.0748,0.2703,0.3233
45.0,0.1156,0.3605,0.4087
50.0,0.1376,0.3836,0.4046
55.00000000000001,0.2394,0.5816,0.4918
60.0,0.2811,0.4697,0.4056
65.0,0.3669,0.5509,0.4424
70.0,0.5087,0.8241,0.4991
