Flip Percentage,Group,Accuracy,Selection rate,TPR,TNR,FPR,FNR,PPV,NPV,ROC AUC,F1
0.0,Male,0.8446,0.1873,0.58,0.9104,0.0896,0.42,0.617,0.8971,0.7452,0.5979
0.0,Female,0.8391,0.2031,0.6341,0.8773,0.1227,0.3659,0.4906,0.9279,0.7557,0.5532
5.0,Male,0.8446,0.1873,0.58,0.9104,0.0896,0.42,0.617,0.8971,0.7452,0.5979
5.0,Female,0.8391,0.2031,0.6341,0.8773,0.1227,0.3659,0.4906,0.9279,0.7557,0.5532
10.0,Male,0.8446,0.1873,0.58,0.9104,0.0896,0.42,0.617,0.8971,0.7452,0.5979
10.0,Female,0.8391,0.2031,0.6341,0.8773,0.1227,0.3659,0.4906,0.9279,0.7557,0.5532
15.0,Male,0.8446,0.1873,0.58,0.9104,0.0896,0.42,0.617,0.8971,0.7452,0.5979
15.0,Female,0.8391,0.2031,0.6341,0.8773,0.1227,0.3659,0.4906,0.9279,0.7557,0.5532
20.0,Male,0.8446,0.1873,0.58,0.9104,0.0896,0.42,0.617,0.8971,0.7452,0.5979
20.0,Female,0.8391,0.2031,0.6341,0.8773,0.1227,0.3659,0.4906,0.9279,0.7557,0.5532
25.0,Male,0.8446,0.1873,0.58,0.9104,0.0896,0.42,0.617,0.8971,0.7452,0.5979
25.0,Female,0.8391,0.2031,0.6341,0.8773,0.1227,0.3659,0.4906,0.9279,0.7557,0.5532
30.0,Male,0.8446,0.1873,0.58,0.9104,0.0896,0.42,0.617,0.8971,0.7452,0.5979
30.0,Female,0.8391,0.2031,0.6341,0.8773,0.1227,0.3659,0.4906,0.9279,0.7557,0.5532
35.0,Male,0.8446,0.1873,0.58,0.9104,0.0896,0.42,0.617,0.8971,0.7452,0.5979
35.0,Female,0.8391,0.2031,0.6341,0.8773,0.1227,0.3659,0.4906,0.9279,0.7557,0.5532
40.0,Male,0.8446,0.1873,0.58,0.9104,0.0896,0.42,0.617,0.8971,0.7452,0.5979
40.0,Female,0.8391,0.2031,0.6341,0.8773,0.1227,0.3659,0.4906,0.9279,0.7557,0.5532
45.0,Male,0.8446,0.1873,0.58,0.9104,0.0896,0.42,0.617,0.8971,0.7452,0.5979
45.0,Female,0.8391,0.2031,0.6341,0.8773,0.1227,0.3659,0.4906,0.9279,0.7557,0.5532
50.0,Male,0.8446,0.1873,0.58,0.9104,0.0896,0.42,0.617,0.8971,0.7452,0.5979
50.0,Female,0.8391,0.2031,0.6341,0.8773,0.1227,0.3659,0.4906,0.9279,0.7557,0.5532
55.00000000000001,Male,0.8446,0.1873,0.58,0.9104,0.0896,0.42,0.617,0.8971,0.7452,0.5979
55.00000000000001,Female,0.8391,0.2031,0.6341,0.8773,0.1227,0.3659,0.4906,0.9279,0.7557,0.5532
60.0,Male,0.8446,0.1873,0.58,0.9104,0.0896,0.42,0.617,0.8971,0.7452,0.5979
60.0,Female,0.8391,0.2031,0.6341,0.8773,0.1227,0.3659,0.4906,0.9279,0.7557,0.5532
65.0,Male,0.8446,0.1873,0.58,0.9104,0.0896,0.42,0.617,0.8971,0.7452,0.5979
65.0,Female,0.8391,0.2031,0.6341,0.8773,0.1227,0.3659,0.4906,0.9279,0.7557,0.5532
70.0,Male,0.8446,0.1873,0.58,0.9104,0.0896,0.42,0.617,0.8971,0.7452,0.5979
70.0,Female,0.8391,0.2031,0.6341,0.8773,0.1227,0.3659,0.4906,0.9279,0.7557,0.5532
