Flip Percentage,Group,Accuracy,Selection rate,TPR,TNR,FPR,FNR,PPV,NPV,ROC AUC,F1
0.0,Male,0.8577,0.0749,0.3269,0.986,0.014,0.6731,0.85,0.8583,0.6565,0.4722
0.0,Female,0.8816,0.0816,0.3846,0.9757,0.0243,0.6154,0.75,0.8933,0.6802,0.5085
5.0,Male,0.8614,0.1011,0.4038,0.9721,0.0279,0.5962,0.7778,0.8708,0.688,0.5316
5.0,Female,0.8245,0.1306,0.3878,0.9337,0.0663,0.6122,0.5938,0.8592,0.6607,0.4691
10.0,Male,0.8464,0.0637,0.2692,0.986,0.014,0.7308,0.8235,0.848,0.6276,0.4058
10.0,Female,0.7755,0.0612,0.1667,0.973,0.027,0.8333,0.6667,0.7826,0.5698,0.2667
15.0,Male,0.8464,0.0637,0.2692,0.986,0.014,0.7308,0.8235,0.848,0.6276,0.4058
15.0,Female,0.7265,0.0694,0.1711,0.9763,0.0237,0.8289,0.7647,0.7237,0.5737,0.2796
20.0,Male,0.8464,0.0637,0.2692,0.986,0.014,0.7308,0.8235,0.848,0.6276,0.4058
20.0,Female,0.7061,0.0816,0.1829,0.9693,0.0307,0.8171,0.75,0.7022,0.5761,0.2941
25.0,Male,0.8464,0.0637,0.2692,0.986,0.014,0.7308,0.8235,0.848,0.6276,0.4058
25.0,Female,0.649,0.1673,0.2632,0.8933,0.1067,0.7368,0.6098,0.6569,0.5782,0.3676
30.0,Male,0.8427,0.0599,0.25,0.986,0.014,0.75,0.8125,0.8446,0.618,0.3824
30.0,Female,0.6163,0.102,0.1714,0.95,0.05,0.8286,0.72,0.6045,0.5607,0.2769
35.0,Male,0.8427,0.0599,0.25,0.986,0.014,0.75,0.8125,0.8446,0.618,0.3824
35.0,Female,0.5796,0.098,0.1624,0.9609,0.0391,0.8376,0.7917,0.5566,0.5617,0.2695
40.0,Male,0.8427,0.0599,0.25,0.986,0.014,0.75,0.8125,0.8446,0.618,0.3824
40.0,Female,0.5755,0.1347,0.216,0.95,0.05,0.784,0.8182,0.5377,0.583,0.3418
45.0,Male,0.8427,0.0599,0.25,0.986,0.014,0.75,0.8125,0.8446,0.618,0.3824
45.0,Female,0.5265,0.1755,0.2336,0.8981,0.1019,0.7664,0.7442,0.4802,0.5659,0.3556
50.0,Male,0.8464,0.0787,0.3077,0.9767,0.0233,0.6923,0.7619,0.8537,0.6422,0.4384
50.0,Female,0.5143,0.2163,0.277,0.8763,0.1237,0.723,0.7736,0.4427,0.5767,0.408
55.00000000000001,Male,0.8427,0.0749,0.2885,0.9767,0.0233,0.7115,0.75,0.8502,0.6326,0.4167
55.00000000000001,Female,0.5265,0.3143,0.3742,0.7889,0.2111,0.6258,0.7532,0.4226,0.5815,0.5
60.0,Male,0.8539,0.176,0.5769,0.9209,0.0791,0.4231,0.6383,0.9,0.7489,0.6061
60.0,Female,0.5184,0.4571,0.4821,0.5974,0.4026,0.5179,0.7232,0.3459,0.5398,0.5786
65.0,Male,0.8539,0.176,0.5769,0.9209,0.0791,0.4231,0.6383,0.9,0.7489,0.6061
65.0,Female,0.5347,0.5429,0.5549,0.4861,0.5139,0.4451,0.7218,0.3125,0.5205,0.6275
70.0,Male,0.8652,0.1648,0.5769,0.9349,0.0651,0.4231,0.6818,0.9013,0.7559,0.625
70.0,Female,0.6,0.6735,0.6811,0.35,0.65,0.3189,0.7636,0.2625,0.5155,0.72
