Flip Percentage,Group,Accuracy,Selection rate,TPR,TNR,FPR,FNR,PPV,NPV,ROC AUC,F1
0.0,Male,0.814,0.2456,0.6545,0.8522,0.1478,0.3455,0.5143,0.9116,0.7534,0.576
0.0,Female,0.793,0.2511,0.6389,0.822,0.178,0.3611,0.4035,0.9235,0.7304,0.4946
5.0,Male,0.8175,0.2281,0.6182,0.8652,0.1348,0.3818,0.5231,0.9045,0.7417,0.5667
5.0,Female,0.7048,0.304,0.5208,0.7542,0.2458,0.4792,0.3623,0.8544,0.6375,0.4274
10.0,Male,0.814,0.2246,0.6,0.8652,0.1348,0.4,0.5156,0.9005,0.7326,0.5546
10.0,Female,0.6476,0.4009,0.5965,0.6647,0.3353,0.4035,0.3736,0.8309,0.6306,0.4595
15.0,Male,0.8246,0.214,0.6,0.8783,0.1217,0.4,0.541,0.9018,0.7391,0.569
15.0,Female,0.5947,0.4405,0.5625,0.6074,0.3926,0.4375,0.36,0.7795,0.5849,0.439
20.0,Male,0.8105,0.207,0.5455,0.8739,0.1261,0.4545,0.5085,0.8894,0.7097,0.5263
20.0,Female,0.5419,0.5154,0.5915,0.5192,0.4808,0.4085,0.359,0.7364,0.5554,0.4468
25.0,Male,0.8175,0.2,0.5455,0.8826,0.1174,0.4545,0.5263,0.8904,0.714,0.5357
25.0,Female,0.5066,0.5551,0.5854,0.4621,0.5379,0.4146,0.381,0.6634,0.5237,0.4615
30.0,Male,0.8175,0.193,0.5273,0.887,0.113,0.4727,0.5273,0.887,0.7071,0.5273
30.0,Female,0.4537,0.6872,0.6778,0.3066,0.6934,0.3222,0.391,0.5915,0.4922,0.4959
35.0,Male,0.8281,0.1825,0.5273,0.9,0.1,0.4727,0.5577,0.8884,0.7136,0.5421
35.0,Female,0.4626,0.7093,0.7053,0.2879,0.7121,0.2947,0.4161,0.5758,0.4966,0.5234
40.0,Male,0.8316,0.1789,0.5273,0.9043,0.0957,0.4727,0.5686,0.8889,0.7158,0.5472
40.0,Female,0.489,0.7313,0.7358,0.2727,0.7273,0.2642,0.4699,0.541,0.5043,0.5735
45.0,Male,0.8316,0.1649,0.4909,0.913,0.087,0.5091,0.5745,0.8824,0.702,0.5294
45.0,Female,0.5066,0.7885,0.7913,0.2143,0.7857,0.2087,0.5084,0.5,0.5028,0.619
50.0,Male,0.8386,0.1509,0.4727,0.9261,0.0739,0.5273,0.6047,0.8802,0.6994,0.5306
50.0,Female,0.5727,0.8722,0.8915,0.1531,0.8469,0.1085,0.5808,0.5172,0.5223,0.7034
55.00000000000001,Male,0.8491,0.1474,0.4909,0.9348,0.0652,0.5091,0.6429,0.8848,0.7128,0.5567
55.00000000000001,Female,0.6167,0.8855,0.9071,0.1494,0.8506,0.0929,0.6318,0.5,0.5283,0.7449
60.0,Male,0.8491,0.1474,0.4909,0.9348,0.0652,0.5091,0.6429,0.8848,0.7128,0.5567
60.0,Female,0.6256,0.9119,0.9013,0.0667,0.9333,0.0987,0.6618,0.25,0.484,0.7632
65.0,Male,0.8561,0.1333,0.4727,0.9478,0.0522,0.5273,0.6842,0.8826,0.7103,0.5591
65.0,Female,0.6872,0.9648,0.9568,0.0154,0.9846,0.0432,0.7078,0.125,0.4861,0.8136
70.0,Male,0.8491,0.1263,0.4364,0.9478,0.0522,0.5636,0.6667,0.8755,0.6921,0.5275
70.0,Female,0.7665,0.978,0.9774,0.02,0.98,0.0226,0.7793,0.2,0.4987,0.8672
