Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0005,0.0449,0.0263
5.0,0.1351,0.1416,0.1086
10.0,0.186,0.3145,0.2609
15.0,0.231,0.2733,0.2066
20.0,0.2917,0.3069,0.235
25.0,0.3939,0.4746,0.268
30.0,0.4371,0.5339,0.3644
35.0,0.4793,0.6042,0.3842
40.0,0.5603,0.7744,0.4619
45.0,0.5559,0.7557,0.5148
50.0,0.6378,0.9209,0.5667
55.00000000000001,0.6686,0.9914,0.6511
60.0,0.711,1.062,0.6295
65.0,0.7479,1.1724,0.7276
70.0,0.7717,1.2596,1.0105
