Flip Percentage,Group,Accuracy,Selection rate,TPR,TNR,FPR,FNR,PPV,NPV,ROC AUC,F1
0.0,Male,0.8364,0.2145,0.6296,0.8869,0.1131,0.3704,0.5763,0.9074,0.7583,0.6018
0.0,Female,0.8101,0.2447,0.6757,0.835,0.165,0.3243,0.431,0.933,0.7553,0.5263
5.0,Male,0.8364,0.2145,0.6296,0.8869,0.1131,0.3704,0.5763,0.9074,0.7583,0.6018
5.0,Female,0.789,0.2447,0.587,0.8377,0.1623,0.413,0.4655,0.8939,0.7123,0.5192
10.0,Male,0.8364,0.2145,0.6296,0.8869,0.1131,0.3704,0.5763,0.9074,0.7583,0.6018
10.0,Female,0.7637,0.2447,0.5179,0.8398,0.1602,0.4821,0.5,0.8492,0.6788,0.5088
15.0,Male,0.8364,0.2145,0.6296,0.8869,0.1131,0.3704,0.5763,0.9074,0.7583,0.6018
15.0,Female,0.7468,0.2447,0.4844,0.8439,0.1561,0.5156,0.5345,0.8156,0.6642,0.5082
20.0,Male,0.8364,0.2145,0.6296,0.8869,0.1131,0.3704,0.5763,0.9074,0.7583,0.6018
20.0,Female,0.7215,0.2447,0.4474,0.8509,0.1491,0.5526,0.5862,0.7654,0.6492,0.5075
25.0,Male,0.8364,0.2145,0.6296,0.8869,0.1131,0.3704,0.5763,0.9074,0.7583,0.6018
25.0,Female,0.7004,0.2447,0.4217,0.8506,0.1494,0.5783,0.6034,0.7318,0.6362,0.4965
30.0,Male,0.8364,0.2145,0.6296,0.8869,0.1131,0.3704,0.5763,0.9074,0.7583,0.6018
30.0,Female,0.6835,0.2447,0.4045,0.8514,0.1486,0.5955,0.6207,0.7039,0.6279,0.4898
35.0,Male,0.8364,0.2145,0.6296,0.8869,0.1131,0.3704,0.5763,0.9074,0.7583,0.6018
35.0,Female,0.6414,0.2447,0.3636,0.8406,0.1594,0.6364,0.6207,0.648,0.6021,0.4586
40.0,Male,0.8364,0.2145,0.6296,0.8869,0.1131,0.3704,0.5763,0.9074,0.7583,0.6018
40.0,Female,0.6118,0.2447,0.3426,0.8372,0.1628,0.6574,0.6379,0.6034,0.5899,0.4458
45.0,Male,0.8364,0.2145,0.6296,0.8869,0.1131,0.3704,0.5763,0.9074,0.7583,0.6018
45.0,Female,0.5865,0.2447,0.3305,0.8403,0.1597,0.6695,0.6724,0.5587,0.5854,0.4432
50.0,Male,0.8364,0.2145,0.6296,0.8869,0.1131,0.3704,0.5763,0.9074,0.7583,0.6018
50.0,Female,0.5696,0.2447,0.3254,0.8468,0.1532,0.6746,0.7069,0.5251,0.5861,0.4457
55.00000000000001,Male,0.8364,0.2145,0.6296,0.8869,0.1131,0.3704,0.5763,0.9074,0.7583,0.6018
55.00000000000001,Female,0.5316,0.2447,0.3066,0.84,0.16,0.6934,0.7241,0.4693,0.5733,0.4308
60.0,Male,0.8364,0.2145,0.6296,0.8869,0.1131,0.3704,0.5763,0.9074,0.7583,0.6018
60.0,Female,0.4852,0.2447,0.2838,0.8202,0.1798,0.7162,0.7241,0.4078,0.552,0.4078
65.0,Male,0.8364,0.2145,0.6296,0.8869,0.1131,0.3704,0.5763,0.9074,0.7583,0.6018
65.0,Female,0.4515,0.2447,0.2778,0.8267,0.1733,0.7222,0.7759,0.3464,0.5522,0.4091
70.0,Male,0.8364,0.2145,0.6296,0.8869,0.1131,0.3704,0.5763,0.9074,0.7583,0.6018
70.0,Female,0.4262,0.2447,0.2784,0.8525,0.1475,0.7216,0.8448,0.2905,0.5654,0.4188
