Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0302,0.098,0.1709
5.0,0.1158,0.2332,0.3038
10.0,0.1508,0.2232,0.2653
15.0,0.2413,0.3086,0.2894
20.0,0.3468,0.4741,0.329
25.0,0.4234,0.6397,0.33
30.0,0.4879,0.7419,0.2921
35.0,0.5205,0.8125,0.2415
40.0,0.6098,0.9939,0.2863
45.0,0.6725,1.117,0.2398
50.0,0.7419,1.2631,0.1806
55.00000000000001,0.7461,1.2689,0.3296
60.0,0.7799,1.3359,0.3753
65.0,0.8089,1.368,0.301
70.0,0.8522,1.4851,0.5018
