Flip Percentage,Group,Accuracy,Selection rate,TPR,TNR,FPR,FNR,PPV,NPV,ROC AUC,F1
0.0,Male,0.814,0.2105,0.5636,0.8739,0.1261,0.4364,0.5167,0.8933,0.7188,0.5391
0.0,Female,0.8546,0.163,0.5556,0.911,0.089,0.4444,0.5405,0.9158,0.7333,0.5479
5.0,Male,0.814,0.2105,0.5636,0.8739,0.1261,0.4364,0.5167,0.8933,0.7188,0.5391
5.0,Female,0.8546,0.163,0.5556,0.911,0.089,0.4444,0.5405,0.9158,0.7333,0.5479
10.0,Male,0.814,0.2105,0.5636,0.8739,0.1261,0.4364,0.5167,0.8933,0.7188,0.5391
10.0,Female,0.8546,0.163,0.5556,0.911,0.089,0.4444,0.5405,0.9158,0.7333,0.5479
15.0,Male,0.814,0.2105,0.5636,0.8739,0.1261,0.4364,0.5167,0.8933,0.7188,0.5391
15.0,Female,0.8546,0.163,0.5556,0.911,0.089,0.4444,0.5405,0.9158,0.7333,0.5479
20.0,Male,0.814,0.2105,0.5636,0.8739,0.1261,0.4364,0.5167,0.8933,0.7188,0.5391
20.0,Female,0.8546,0.163,0.5556,0.911,0.089,0.4444,0.5405,0.9158,0.7333,0.5479
25.0,Male,0.814,0.2105,0.5636,0.8739,0.1261,0.4364,0.5167,0.8933,0.7188,0.5391
25.0,Female,0.8546,0.163,0.5556,0.911,0.089,0.4444,0.5405,0.9158,0.7333,0.5479
30.0,Male,0.814,0.2105,0.5636,0.8739,0.1261,0.4364,0.5167,0.8933,0.7188,0.5391
30.0,Female,0.8546,0.163,0.5556,0.911,0.089,0.4444,0.5405,0.9158,0.7333,0.5479
35.0,Male,0.814,0.2105,0.5636,0.8739,0.1261,0.4364,0.5167,0.8933,0.7188,0.5391
35.0,Female,0.8546,0.163,0.5556,0.911,0.089,0.4444,0.5405,0.9158,0.7333,0.5479
40.0,Male,0.814,0.2105,0.5636,0.8739,0.1261,0.4364,0.5167,0.8933,0.7188,0.5391
40.0,Female,0.8546,0.163,0.5556,0.911,0.089,0.4444,0.5405,0.9158,0.7333,0.5479
45.0,Male,0.814,0.2105,0.5636,0.8739,0.1261,0.4364,0.5167,0.8933,0.7188,0.5391
45.0,Female,0.8546,0.163,0.5556,0.911,0.089,0.4444,0.5405,0.9158,0.7333,0.5479
50.0,Male,0.814,0.2105,0.5636,0.8739,0.1261,0.4364,0.5167,0.8933,0.7188,0.5391
50.0,Female,0.8546,0.163,0.5556,0.911,0.089,0.4444,0.5405,0.9158,0.7333,0.5479
55.00000000000001,Male,0.814,0.2105,0.5636,0.8739,0.1261,0.4364,0.5167,0.8933,0.7188,0.5391
55.00000000000001,Female,0.8546,0.163,0.5556,0.911,0.089,0.4444,0.5405,0.9158,0.7333,0.5479
60.0,Male,0.814,0.2105,0.5636,0.8739,0.1261,0.4364,0.5167,0.8933,0.7188,0.5391
60.0,Female,0.8546,0.163,0.5556,0.911,0.089,0.4444,0.5405,0.9158,0.7333,0.5479
65.0,Male,0.814,0.2105,0.5636,0.8739,0.1261,0.4364,0.5167,0.8933,0.7188,0.5391
65.0,Female,0.8546,0.163,0.5556,0.911,0.089,0.4444,0.5405,0.9158,0.7333,0.5479
70.0,Male,0.814,0.2105,0.5636,0.8739,0.1261,0.4364,0.5167,0.8933,0.7188,0.5391
70.0,Female,0.8546,0.163,0.5556,0.911,0.089,0.4444,0.5405,0.9158,0.7333,0.5479
