Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0688,0.099,0.0835
5.0,0.0776,0.0614,0.1998
10.0,0.0717,0.0388,0.2338
15.0,0.1108,0.0957,0.2307
20.0,0.139,0.0961,0.2989
25.0,0.1912,0.2285,0.3286
30.0,0.2115,0.2287,0.379
35.0,0.2302,0.2158,0.4544
40.0,0.2706,0.2791,0.4836
45.0,0.3349,0.4361,0.5055
50.0,0.3834,0.427,0.5803
55.00000000000001,0.4127,0.4583,0.7243
60.0,0.444,0.5181,0.8558
65.0,0.5041,0.6354,0.9504
70.0,0.5377,0.7257,1.045
