Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0301,0.102,0.2092
5.0,0.1068,0.1372,0.2285
10.0,0.1838,0.224,0.2855
15.0,0.2796,0.3645,0.3083
20.0,0.3334,0.4574,0.2867
25.0,0.4257,0.6339,0.2781
30.0,0.5032,0.765,0.3782
35.0,0.5412,0.7981,0.481
40.0,0.6068,0.9326,0.4632
45.0,0.634,0.9873,0.4846
50.0,0.684,1.0778,0.4552
55.00000000000001,0.6882,1.0967,0.419
60.0,0.7533,1.2303,0.5634
65.0,0.7955,1.3248,0.479
70.0,0.8035,1.3607,0.592
