Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0153,0.0756,0.0616
5.0,0.0543,0.192,0.1127
10.0,0.0856,0.2266,0.1932
15.0,0.0587,0.1761,0.1552
20.0,0.1747,0.3852,0.2998
25.0,0.082,0.2552,0.1546
30.0,0.1246,0.3249,0.2472
35.0,0.318,0.6272,0.4283
40.0,0.2526,0.565,0.3986
45.0,0.3182,0.6441,0.4411
50.0,0.3291,0.5562,0.4295
55.00000000000001,0.3716,0.6619,0.4602
60.0,0.3896,0.6182,0.3665
65.0,0.4546,0.7337,0.322
70.0,0.5472,0.9174,0.3465
