Flip Percentage,Metric,Before Mean,Before SE,After Mean,After SE
0.0,Independence (M_ind),0.01499,0.004119909653809844,0.04659,0.010575048725918737
5.0,Independence (M_ind),0.01499,0.004119909653809844,0.04659,0.010575048725918737
10.0,Independence (M_ind),0.01499,0.004119909653809844,0.04659,0.010575048725918737
15.0,Independence (M_ind),0.01499,0.004119909653809844,0.04659,0.010575048725918737
20.0,Independence (M_ind),0.01499,0.004119909653809844,0.04659,0.010575048725918737
25.0,Independence (M_ind),0.01499,0.004119909653809844,0.04659,0.010575048725918737
30.0,Independence (M_ind),0.01499,0.004119909653809844,0.04659,0.010575048725918737
35.0,Independence (M_ind),0.01499,0.004119909653809844,0.04659,0.010575048725918737
40.0,Independence (M_ind),0.01499,0.004119909653809844,0.04659,0.010575048725918737
45.0,Independence (M_ind),0.01499,0.004119909653809844,0.04659,0.010575048725918737
50.0,Independence (M_ind),0.01499,0.004119909653809844,0.04659,0.010575048725918737
55.00000000000001,Independence (M_ind),0.01499,0.004119909653809844,0.04659,0.010575048725918737
60.0,Independence (M_ind),0.01499,0.004119909653809844,0.04659,0.010575048725918737
65.0,Independence (M_ind),0.01499,0.004119909653809844,0.04659,0.010575048725918737
70.0,Independence (M_ind),0.01499,0.004119909653809844,0.04659,0.010575048725918737
0.0,Separation (M_sep),0.06275,0.0077503727508925506,0.10057,0.024857254921294546
5.0,Separation (M_sep),0.06275,0.0077503727508925506,0.10057,0.024857254921294546
10.0,Separation (M_sep),0.06275,0.0077503727508925506,0.10057,0.024857254921294546
15.0,Separation (M_sep),0.06275,0.0077503727508925506,0.10057,0.024857254921294546
20.0,Separation (M_sep),0.06275,0.0077503727508925506,0.10057,0.024857254921294546
25.0,Separation (M_sep),0.06275,0.0077503727508925506,0.10057,0.024857254921294546
30.0,Separation (M_sep),0.06275,0.0077503727508925506,0.10057,0.024857254921294546
35.0,Separation (M_sep),0.06275,0.0077503727508925506,0.10057,0.024857254921294546
40.0,Separation (M_sep),0.06275,0.0077503727508925506,0.10057,0.024857254921294546
45.0,Separation (M_sep),0.06275,0.0077503727508925506,0.10057,0.024857254921294546
50.0,Separation (M_sep),0.06275,0.0077503727508925506,0.10057,0.024857254921294546
55.00000000000001,Separation (M_sep),0.06275,0.0077503727508925506,0.10057,0.024857254921294546
60.0,Separation (M_sep),0.06275,0.0077503727508925506,0.10057,0.024857254921294546
65.0,Separation (M_sep),0.06275,0.0077503727508925506,0.10057,0.024857254921294546
70.0,Separation (M_sep),0.06275,0.0077503727508925506,0.10057,0.024857254921294546
0.0,Sufficiency (M_suff),0.11610000000000001,0.02193288246750375,0.10288,0.024516410830298957
5.0,Sufficiency (M_suff),0.11610000000000001,0.02193288246750375,0.10288,0.024516410830298957
10.0,Sufficiency (M_suff),0.11610000000000001,0.02193288246750375,0.10288,0.024516410830298957
15.0,Sufficiency (M_suff),0.11610000000000001,0.02193288246750375,0.10288,0.024516410830298957
20.0,Sufficiency (M_suff),0.11610000000000001,0.02193288246750375,0.10288,0.024516410830298957
25.0,Sufficiency (M_suff),0.11610000000000001,0.02193288246750375,0.10288,0.024516410830298957
30.0,Sufficiency (M_suff),0.11610000000000001,0.02193288246750375,0.10288,0.024516410830298957
35.0,Sufficiency (M_suff),0.11610000000000001,0.02193288246750375,0.10288,0.024516410830298957
40.0,Sufficiency (M_suff),0.11610000000000001,0.02193288246750375,0.10288,0.024516410830298957
45.0,Sufficiency (M_suff),0.11610000000000001,0.02193288246750375,0.10288,0.024516410830298957
50.0,Sufficiency (M_suff),0.11610000000000001,0.02193288246750375,0.10288,0.024516410830298957
55.00000000000001,Sufficiency (M_suff),0.11610000000000001,0.02193288246750375,0.10288,0.024516410830298957
60.0,Sufficiency (M_suff),0.11610000000000001,0.02193288246750375,0.10288,0.024516410830298957
65.0,Sufficiency (M_suff),0.11610000000000001,0.02193288246750375,0.10288,0.024516410830298957
70.0,Sufficiency (M_suff),0.11610000000000001,0.02193288246750375,0.10288,0.024516410830298957
