Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0608,0.1303,0.0441
5.0,0.0529,0.222,0.0788
10.0,0.0331,0.225,0.1097
15.0,0.0291,0.2561,0.1667
20.0,0.039,0.2232,0.2108
25.0,0.0512,0.2432,0.2458
30.0,0.0872,0.2881,0.343
35.0,0.1179,0.4157,0.4519
40.0,0.1876,0.2927,0.4172
45.0,0.2039,0.4007,0.3963
50.0,0.2226,0.5036,0.4492
55.00000000000001,0.3158,0.4953,0.4714
60.0,0.413,0.5432,0.6215
65.0,0.5018,0.7426,0.7153
70.0,0.5668,0.8897,0.8064
