Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0205,0.0593,0.1352
5.0,0.0334,0.1159,0.1285
10.0,0.1627,0.285,0.2516
15.0,0.2434,0.423,0.3056
20.0,0.2835,0.4711,0.3363
25.0,0.3916,0.6863,0.3767
30.0,0.4529,0.7653,0.404
35.0,0.51,0.854,0.4115
40.0,0.5957,0.956,0.4326
45.0,0.6431,1.0632,0.4461
50.0,0.707,1.1962,0.4808
55.00000000000001,0.7958,1.4147,0.5933
60.0,0.8118,1.4484,0.5891
65.0,0.8441,1.5017,0.5867
70.0,0.8434,1.5013,0.6228
