Flip Percentage,Group,Accuracy,Selection rate,TPR,TNR,FPR,FNR,PPV,NPV,ROC AUC,F1
0.0,Male,0.8175,0.2395,0.6471,0.8585,0.1415,0.3529,0.5238,0.91,0.7528,0.5789
0.0,Female,0.8112,0.245,0.675,0.8373,0.1627,0.325,0.4426,0.9309,0.7562,0.5347
5.0,Male,0.8099,0.2471,0.6471,0.8491,0.1509,0.3529,0.5077,0.9091,0.7481,0.569
5.0,Female,0.755,0.3173,0.725,0.7608,0.2392,0.275,0.3671,0.9353,0.7429,0.4874
10.0,Male,0.8137,0.2281,0.6078,0.8632,0.1368,0.3922,0.5167,0.9015,0.7355,0.5586
10.0,Female,0.7229,0.3735,0.8,0.7081,0.2919,0.2,0.3441,0.9487,0.7541,0.4812
15.0,Male,0.8441,0.2281,0.6863,0.8821,0.1179,0.3137,0.5833,0.9212,0.7842,0.6306
15.0,Female,0.6787,0.4096,0.775,0.6603,0.3397,0.225,0.3039,0.9388,0.7176,0.4366
20.0,Male,0.8593,0.2053,0.6667,0.9057,0.0943,0.3333,0.6296,0.9187,0.7862,0.6476
20.0,Female,0.6386,0.4498,0.775,0.6124,0.3876,0.225,0.2768,0.9343,0.6937,0.4079
25.0,Male,0.8441,0.1977,0.6078,0.9009,0.0991,0.3922,0.5962,0.9052,0.7544,0.6019
25.0,Female,0.6305,0.49,0.875,0.5837,0.4163,0.125,0.2869,0.9606,0.7294,0.4321
30.0,Male,0.8403,0.1939,0.5882,0.9009,0.0991,0.4118,0.5882,0.9009,0.7446,0.5882
30.0,Female,0.5542,0.5663,0.875,0.4928,0.5072,0.125,0.2482,0.9537,0.6839,0.3867
35.0,Male,0.8479,0.1787,0.5686,0.9151,0.0849,0.4314,0.617,0.8981,0.7419,0.5918
35.0,Female,0.4618,0.6747,0.925,0.3732,0.6268,0.075,0.2202,0.963,0.6491,0.3558
40.0,Male,0.8479,0.1787,0.5686,0.9151,0.0849,0.4314,0.617,0.8981,0.7419,0.5918
40.0,Female,0.3855,0.751,0.925,0.2823,0.7177,0.075,0.1979,0.9516,0.6036,0.326
45.0,Male,0.8479,0.1711,0.549,0.9198,0.0802,0.451,0.6222,0.8945,0.7344,0.5833
45.0,Female,0.3815,0.755,0.925,0.2775,0.7225,0.075,0.1968,0.9508,0.6013,0.3246
50.0,Male,0.8479,0.1635,0.5294,0.9245,0.0755,0.4706,0.6279,0.8909,0.727,0.5745
50.0,Female,0.2932,0.8434,0.925,0.1722,0.8278,0.075,0.1762,0.9231,0.5486,0.296
55.00000000000001,Male,0.8441,0.1445,0.4706,0.934,0.066,0.5294,0.6316,0.88,0.7023,0.5393
55.00000000000001,Female,0.2892,0.8554,0.95,0.1627,0.8373,0.05,0.1784,0.9444,0.5563,0.3004
60.0,Male,0.8479,0.1407,0.4706,0.9387,0.0613,0.5294,0.6486,0.8805,0.7046,0.5455
60.0,Female,0.2289,0.9157,0.95,0.0909,0.9091,0.05,0.1667,0.9048,0.5205,0.2836
65.0,Male,0.8441,0.1293,0.4314,0.9434,0.0566,0.5686,0.6471,0.8734,0.6874,0.5176
65.0,Female,0.2249,0.9277,0.975,0.0813,0.9187,0.025,0.1688,0.9444,0.5282,0.2878
70.0,Male,0.8479,0.1331,0.451,0.9434,0.0566,0.549,0.6571,0.8772,0.6972,0.5349
70.0,Female,0.2249,0.9277,0.975,0.0813,0.9187,0.025,0.1688,0.9444,0.5282,0.2878
