Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0688,0.099,0.0835
5.0,0.0688,0.029,0.1867
10.0,0.0688,0.0588,0.2367
15.0,0.0688,0.0875,0.2867
20.0,0.0688,0.1408,0.3969
25.0,0.0688,0.1642,0.4228
30.0,0.0688,0.2017,0.5039
35.0,0.0688,0.2116,0.5538
40.0,0.0688,0.2465,0.6056
45.0,0.0688,0.2467,0.6452
50.0,0.0688,0.2255,0.7329
55.00000000000001,0.0688,0.2588,0.8347
60.0,0.0688,0.2506,0.9139
65.0,0.0688,0.2657,1.0275
70.0,0.0688,0.2673,1.0638
