Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.007,0.0589,0.1479
5.0,0.007,0.0589,0.1479
10.0,0.007,0.0589,0.1479
15.0,0.007,0.0589,0.1479
20.0,0.007,0.0589,0.1479
25.0,0.007,0.0589,0.1479
30.0,0.007,0.0589,0.1479
35.0,0.007,0.0589,0.1479
40.0,0.007,0.0589,0.1479
45.0,0.007,0.0589,0.1479
50.0,0.007,0.0589,0.1479
55.00000000000001,0.007,0.0589,0.1479
60.0,0.007,0.0589,0.1479
65.0,0.007,0.0589,0.1479
70.0,0.007,0.0589,0.1479
