Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0142,0.0245,0.0981
5.0,0.0257,0.0969,0.1413
10.0,0.0372,0.0711,0.1762
15.0,0.0651,0.1317,0.2181
20.0,0.1308,0.2703,0.3194
25.0,0.1771,0.3706,0.4128
30.0,0.1985,0.3456,0.4382
35.0,0.1804,0.2951,0.299
40.0,0.195,0.2966,0.2682
45.0,0.2048,0.2928,0.2557
50.0,0.2235,0.3613,0.2274
55.00000000000001,0.3504,0.5914,0.3143
60.0,0.4402,0.7065,0.3007
65.0,0.4572,0.7534,0.2987
70.0,0.547,0.8602,0.346
